pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,arkansas,5,2021-02-20,-93.61231286399018,33.83302396697251,222.0,532.0,473.0,848.0,1740.0,1974.0,2519.0,2213.0,981.0,506.0,1
1,0,Others,arkansas,5,2021-02-20,-91.9077596123734,36.211762839321004,1462.0,1675.0,1721.0,2240.0,2520.0,2626.0,2774.0,2935.0,1101.0,769.0,1
2,0,Others,arkansas,5,2021-02-20,-90.8742478779939,35.085724630677184,1339.0,1685.0,1752.0,2509.0,2245.0,1895.0,1918.0,1880.0,495.0,349.0,1
3,0,Others,arkansas,5,2021-02-20,-91.54259444937881,33.67087805818893,1660.0,1970.0,2120.0,2722.0,2745.0,2810.0,2588.0,2891.0,499.0,346.0,1
4,0,Others,arkansas,5,2021-02-20,-90.72467838318799,34.9370534511554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0,Others,arkansas,5,2021-02-20,-91.5996374699204,35.608544126034744,2743.0,2786.0,2806.0,3440.0,3638.0,3698.0,3617.0,3816.0,1083.0,794.0,1
6,0,Others,arkansas,5,2021-02-20,-91.78424126080697,33.73286181279318,1378.0,1670.0,1440.0,1819.0,2488.0,2699.0,3132.0,2731.0,618.0,334.0,1
7,0,Others,arkansas,5,2021-02-20,-92.4692066649481,36.44307902498178,1946.0,1842.0,2205.0,2175.0,2247.0,2351.0,3141.0,2801.0,1704.0,1084.0,1
8,0,Others,arkansas,5,2021-02-20,-91.8686828975142,35.492212296741265,3615.5,3715.0,3673.0,3338.0,3472.5,3271.0,4241.5,3347.5,932.5,598.0,1
9,0,Others,arkansas,5,2021-02-20,-89.94673734714048,33.71669213767903,457.0,491.5,697.0,951.5,1156.5,1353.0,1517.0,1689.5,2615.5,1610.0,1
10,0,Others,arkansas,5,2021-02-20,-94.23709114409532,34.029305856552625,1089.5,1415.5,1647.5,2272.5,2977.5,3268.5,3361.0,3705.0,1575.0,988.5,1
11,0,Others,arkansas,5,2021-02-20,-90.07519643276957,33.391052847185705,379.5,453.0,597.0,946.5,1243.0,1521.5,1569.0,1833.5,2407.0,1548.5,1
12,0,Others,arkansas,5,2021-02-20,-91.84667417305327,35.85917409030409,1848.5,2275.0,2395.0,3013.5,3500.0,3670.0,3796.0,3753.0,1496.0,874.5,1
13,0,Others,arkansas,5,2021-02-20,-92.1844407198822,34.99589310226523,1121.0,1098.0,1445.0,1787.0,1900.0,2046.0,2149.0,2334.0,1301.0,880.0,1
14,0,Others,arkansas,5,2021-02-20,-92.59137754358835,34.28981728894728,434.5,721.0,1005.5,1885.5,1841.5,1945.5,2287.0,2041.0,1586.0,1070.5,1
15,0,Others,arkansas,5,2021-02-20,-94.21238747378203,33.23519514539097,143.5,396.0,352.5,850.0,1703.5,1931.0,2143.0,2059.5,918.5,513.0,1
16,0,Others,arkansas,5,2021-02-20,-94.57485769092426,34.6424060379642,190.0,269.0,286.0,701.0,1778.0,2101.0,2186.0,2140.0,896.0,436.0,1
17,0,Others,arkansas,5,2021-02-20,-89.75404871869685,33.34658624062179,340.5,445.0,635.0,887.5,1170.0,1410.5,1588.5,1751.5,2260.0,1425.5,1
18,0,Others,arkansas,5,2021-02-20,-94.23933693230562,35.0174526690841,881.0,1384.0,1292.0,864.0,376.0,329.0,524.0,201.0,18.0,15.0,1
19,0,Others,arkansas,5,2021-02-20,-91.66027375159847,34.575032391655235,1086.0,1344.0,1454.0,1803.0,1675.0,1664.0,1606.0,1580.0,765.0,548.0,1
20,0,Others,arkansas,5,2021-02-20,-92.61383542569135,35.8367162082011,1920.0,2126.0,2330.0,2684.0,3047.0,3184.0,3218.0,3379.0,1141.0,781.0,1
21,0,Others,arkansas,5,2021-02-20,-89.84837182352939,35.22676013028395,1878.0,2099.0,2259.0,2337.0,2346.5,2359.0,2427.0,2323.0,2769.0,2350.5,1
22,0,Others,arkansas,5,2021-02-20,-91.55247591750413,35.58967950506823,1895.0,1969.0,2002.0,2140.0,2420.0,2498.0,2933.0,2802.0,1073.0,735.0,1
23,0,Others,arkansas,5,2021-02-20,-94.47783964023935,35.60225591904591,584.0,670.0,799.5,937.0,1112.5,1304.0,1472.0,1520.0,1462.5,948.0,1
24,0,Others,arkansas,5,2021-02-20,-89.73832820122475,35.155344065196445,3514.0,3356.0,3290.0,3586.0,3505.0,3539.0,4152.0,3524.0,3976.0,3160.0,1
25,0,Others,arkansas,5,2021-02-20,-92.19072892687105,33.59452125903878,777.0,1030.0,1052.0,1486.0,1944.0,2065.0,2315.0,2334.0,978.0,573.0,1
26,0,Others,arkansas,5,2021-02-20,-92.53747862654119,35.39833834955078,618.0,832.0,804.0,974.0,1708.0,1935.0,2173.0,2091.0,903.0,530.0,1
27,0,Others,arkansas,5,2021-02-20,-93.77221298456347,36.362679807053084,2188.0,2363.0,2441.0,2560.0,2757.0,2792.0,2985.0,2884.0,889.0,649.0,1
28,0,Others,arkansas,5,2021-02-20,-92.27786550943064,33.85413437614932,51.0,239.0,203.0,622.0,1481.0,1499.0,1765.0,1783.0,710.0,347.0,1
29,0,Others,arkansas,5,2021-02-20,-94.2474217698627,33.79439640975537,207.5,360.5,258.5,634.0,1883.5,2281.0,2561.0,2471.0,792.0,353.5,1
30,0,Others,arkansas,5,2021-02-20,-94.24562513929445,33.96956789015868,1511.0,1604.5,1786.5,1908.5,2167.0,2312.5,2631.5,2492.5,1513.0,1044.5,1
31,0,Others,arkansas,5,2021-02-20,-93.32889439185048,33.56397853937872,62.0,307.0,179.0,665.0,1835.0,2155.0,2356.0,2368.0,842.0,360.0,1
32,0,Others,arkansas,5,2021-02-20,-89.93371177552075,34.946934919280714,1975.0,2428.0,2497.0,2808.0,3076.0,3302.0,3122.0,3568.0,3770.5,3520.0,1
33,0,Others,arkansas,5,2021-02-20,-92.94441545024732,33.29133985064844,0.0,24.0,8.5,340.0,1335.5,1551.5,2058.5,1811.0,854.0,375.5,1
