pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,arkansas,33,2021-11-27,-93.61231286399018,33.83302396697251,141.0,327.0,331.0,683.0,1688.0,1975.0,2093.0,2241.0,1194.0,586.0,1
1,0,Others,arkansas,33,2021-11-27,-91.9077596123734,36.211762839321004,184.0,367.0,504.0,774.0,1217.0,1477.0,1662.0,1763.0,1963.0,1206.0,1
2,0,Others,arkansas,33,2021-11-27,-90.8742478779939,35.085724630677184,378.0,563.0,604.0,797.0,682.0,830.0,1220.0,838.0,758.0,552.0,1
3,0,Others,arkansas,33,2021-11-27,-91.54259444937881,33.67087805818893,390.0,524.0,726.0,1070.0,1504.0,1788.0,2090.0,2163.0,2497.0,1481.0,1
4,0,Others,arkansas,33,2021-11-27,-90.72467838318799,34.9370534511554,356.0,512.0,840.5,1155.0,1507.5,1761.0,2122.0,2203.5,2590.0,1667.0,1
5,0,Others,arkansas,33,2021-11-27,-91.5996374699204,35.608544126034744,322.0,441.0,554.0,851.0,1184.0,1310.0,1528.0,1721.0,2065.0,1301.0,1
6,0,Others,arkansas,33,2021-11-27,-91.78424126080697,33.73286181279318,490.0,480.0,450.0,691.0,1304.0,1578.0,1842.0,1994.0,1297.0,605.0,1
7,0,Others,arkansas,33,2021-11-27,-92.4692066649481,36.44307902498178,280.0,424.0,766.0,1032.0,1277.0,1504.0,1810.0,2038.0,2685.0,1569.0,1
8,0,Others,arkansas,33,2021-11-27,-91.8686828975142,35.492212296741265,203.5,379.5,664.5,776.0,1158.0,1172.5,1844.0,1593.0,1698.0,1075.5,1
9,0,Others,arkansas,33,2021-11-27,-89.94673734714048,33.71669213767903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0,Others,arkansas,33,2021-11-27,-94.23709114409532,34.029305856552625,299.5,502.0,778.0,1359.0,1903.0,2301.5,2255.0,2800.5,2983.0,1729.5,1
11,0,Others,arkansas,33,2021-11-27,-90.07519643276957,33.391052847185705,107.0,159.0,227.0,401.0,571.0,673.0,791.0,889.0,798.0,429.0,1
12,0,Others,arkansas,33,2021-11-27,-91.84667417305327,35.85917409030409,438.5,776.0,1000.0,1553.5,2427.5,2763.0,3048.0,3238.5,2982.5,1768.0,1
13,0,Others,arkansas,33,2021-11-27,-92.1844407198822,34.99589310226523,128.0,223.0,367.0,748.0,986.0,1319.0,1054.0,1642.0,2027.0,1110.0,1
14,0,Others,arkansas,33,2021-11-27,-92.59137754358835,34.28981728894728,381.0,658.0,857.0,1209.5,1843.5,2069.5,2805.5,2710.5,2964.5,1775.0,1
15,0,Others,arkansas,33,2021-11-27,-94.21238747378203,33.23519514539097,119.0,300.5,239.0,625.0,1479.0,1754.5,1942.0,2009.0,1155.5,538.0,1
16,0,Others,arkansas,33,2021-11-27,-94.57485769092426,34.6424060379642,55.0,251.0,187.0,530.0,1595.0,1954.0,2100.0,2149.0,1204.0,569.0,1
17,0,Others,arkansas,33,2021-11-27,-89.75404871869685,33.34658624062179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18,0,Others,arkansas,33,2021-11-27,-94.23933693230562,35.0174526690841,366.0,712.0,636.0,484.0,160.0,139.0,110.0,113.0,62.0,67.0,1
19,0,Others,arkansas,33,2021-11-27,-91.66027375159847,34.575032391655235,272.5,452.0,606.0,883.5,1161.0,1393.5,1813.0,1760.0,1623.0,976.5,1
20,0,Others,arkansas,33,2021-11-27,-92.61383542569135,35.8367162082011,473.0,562.0,683.5,924.0,1274.5,1486.0,1724.0,1812.5,2089.0,1296.0,1
21,0,Others,arkansas,33,2021-11-27,-89.84837182352939,35.22676013028395,681.0,754.0,813.0,946.5,1125.0,1238.0,1245.0,1409.5,1407.0,1200.5,1
22,0,Others,arkansas,33,2021-11-27,-91.55247591750413,35.58967950506823,238.0,360.0,516.0,681.0,1153.0,1321.0,1628.0,1708.0,1677.0,1023.0,1
23,0,Others,arkansas,33,2021-11-27,-94.47783964023935,35.60225591904591,238.0,350.0,554.0,787.0,1042.0,1242.0,1476.0,1661.0,2087.0,1216.0,1
24,0,Others,arkansas,33,2021-11-27,-89.73832820122475,35.155344065196445,3875.0,3755.0,3951.0,4139.0,4181.5,4362.0,4598.0,4342.0,4355.5,3933.0,1
25,0,Others,arkansas,33,2021-11-27,-92.19072892687105,33.59452125903878,103.0,212.0,338.0,615.0,1238.0,1395.0,1208.0,1589.0,1529.0,833.0,1
26,0,Others,arkansas,33,2021-11-27,-92.53747862654119,35.39833834955078,137.0,244.0,316.0,535.0,1107.0,1243.0,1474.0,1465.0,1177.0,660.0,1
27,0,Others,arkansas,33,2021-11-27,-93.77221298456347,36.362679807053084,282.0,414.5,642.0,826.5,1095.0,1311.5,1599.0,1690.0,2194.0,1390.0,1
28,0,Others,arkansas,33,2021-11-27,-92.27786550943064,33.85413437614932,0.0,120.0,80.0,397.0,1022.0,1365.0,1223.0,1442.0,826.0,381.0,1
29,0,Others,arkansas,33,2021-11-27,-94.2474217698627,33.79439640975537,124.5,316.5,241.5,616.5,1779.5,2144.5,2274.5,2394.5,958.0,424.0,1
30,0,Others,arkansas,33,2021-11-27,-94.24562513929445,33.96956789015868,174.5,251.5,370.5,630.0,771.0,893.0,907.5,1119.0,1749.5,1184.5,1
31,0,Others,arkansas,33,2021-11-27,-93.32889439185048,33.56397853937872,109.0,283.0,206.0,529.0,1609.0,1937.0,2126.0,2145.0,912.0,376.0,1
32,0,Others,arkansas,33,2021-11-27,-89.93371177552075,34.946934919280714,693.5,842.0,978.0,1434.0,1623.5,1740.0,1668.0,2094.0,1972.0,1400.0,1
33,0,Others,arkansas,33,2021-11-27,-92.94441545024732,33.29133985064844,571.0,774.5,1097.0,1270.5,1610.0,1768.5,2126.0,2164.0,3109.0,2027.5,1
34,0,Others,arkansas,33,2021-11-27,-92.32143380071044,35.986285703007006,284.0,388.0,574.0,779.0,1001.0,1187.0,1386.0,1540.0,2255.0,1402.0,1
35,0,Others,arkansas,33,2021-11-27,-93.02122140703955,33.298077215279335,61.0,207.0,143.0,445.0,1396.0,1665.0,2100.0,2067.0,880.0,363.0,1
36,0,Others,arkansas,33,2021-11-27,-94.17510738949107,35.33590543730447,1070.0,1296.0,1518.0,1940.0,2049.0,1925.0,1857.0,2110.0,2637.0,2650.0,1
37,0,Others,arkansas,33,2021-11-27,-93.33024186477667,33.17994875541762,280.0,358.0,494.0,1012.0,1551.0,1507.0,1231.0,1980.0,1862.0,1180.0,1
38,0,Others,arkansas,33,2021-11-27,-93.3935730923071,35.40103329540313,56.0,282.5,282.0,558.5,1277.0,1645.0,1954.0,1889.0,1079.0,533.0,1
39,0,Others,arkansas,33,2021-11-27,-91.3674229689755,35.93373425888601,623.0,877.0,1136.0,1637.0,2238.0,2525.0,2514.0,2851.0,3603.0,2403.0,1
40,0,Others,arkansas,33,2021-11-27,-89.64086099289779,33.50109646949035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0,Others,arkansas,33,2021-11-27,-92.45213867454983,34.99813889047553,241.0,396.0,526.0,801.0,1212.0,1390.0,1591.0,1817.0,1850.0,1116.0,1
42,0,Others,arkansas,33,2021-11-27,-93.68777134785623,34.04772131987708,682.0,1023.0,1425.0,1885.0,2196.0,2461.5,2703.5,2825.0,3800.5,2449.5,1
43,0,Others,arkansas,33,2021-11-27,-91.98950630322827,33.754421379612054,45.0,221.0,213.0,456.0,1025.0,1077.0,1604.0,1527.0,1022.0,515.0,1
44,0,Others,arkansas,33,2021-11-27,-93.83374758152566,35.43112685742114,519.0,908.5,1113.0,1790.0,2468.0,2725.5,3077.0,3146.5,3156.0,1898.0,1
45,0,Others,arkansas,33,2021-11-27,-90.72467838318799,35.22316686914747,363.5,544.0,781.5,1156.0,1474.0,1710.0,2138.0,2282.0,2368.5,1545.5,1
46,0,Others,arkansas,33,2021-11-27,-93.3387758599758,33.409917468152216,214.0,382.0,469.0,889.5,1516.0,1828.5,1950.0,2255.5,1670.0,872.5,1
47,0,Others,arkansas,33,2021-11-27,-90.45069222153154,33.70321740841724,510.0,714.0,660.0,758.0,306.0,328.0,242.0,148.0,92.0,56.0,1
48,0,Others,arkansas,33,2021-11-27,-92.75621839822429,33.62686060926708,196.0,388.0,538.0,831.0,1209.0,1417.0,1588.0,1736.0,1855.0,1135.0,1
49,0,Others,arkansas,33,2021-11-27,-94.0978522750568,35.25685369230195,139.5,204.5,297.0,225.5,277.0,289.5,448.5,410.5,1088.5,1189.0,1
50,0,Others,arkansas,33,2021-11-27,-90.58094793772887,35.05608022630124,585.0,764.0,1061.0,1216.0,1446.0,1757.0,2159.0,2116.5,2829.0,1808.5,1
51,0,Others,arkansas,33,2021-11-27,-93.40884445213712,34.19459586883062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,0,Others,arkansas,33,2021-11-27,-94.40417778694155,33.49346078957533,129.0,341.5,229.5,613.0,1714.0,1970.5,2211.0,2289.5,1117.0,506.5,1
53,0,Others,arkansas,33,2021-11-27,-94.4270848266866,33.36949328036684,279.5,433.5,674.0,1166.5,1564.0,1826.5,1917.0,2397.0,2659.0,1567.0,1
54,0,Others,arkansas,33,2021-11-27,-93.64599968714467,34.32889400380648,287.0,459.5,703.5,953.5,1221.0,1457.0,1842.5,1861.0,2379.0,1463.5,1
55,0,Others,arkansas,33,2021-11-27,-92.37533271775762,34.67025381177191,502.0,736.0,852.0,1212.0,1590.0,1723.0,2156.0,1791.0,1904.0,1483.0,1
56,0,Others,arkansas,33,2021-11-27,-94.57126442978777,36.1080074240052,417.5,583.0,720.0,1065.0,1474.0,1641.0,1471.5,1920.5,1910.0,1391.0,1
57,0,Others,arkansas,33,2021-11-27,-89.92832188381603,35.681756821690485,321.5,356.5,501.5,718.0,881.0,987.5,1077.0,1206.0,1763.0,1224.0,1
58,0,Others,arkansas,33,2021-11-27,-90.53603217352288,35.35477005827098,210.0,454.0,502.0,642.0,359.0,455.0,420.0,368.0,475.0,325.0,1
