B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
467.0,614.0,760.0,1007.0,1293.0,1413.0,1628.0,1561.0,1882.0,1314.0,4.0,2021-01-11,Arkansas,zone2,2
686.0,890.0,1198.0,1304.0,1402.0,1503.0,1712.0,1684.0,2335.0,1777.0,3.0,2021-01-11,Arkansas,zone2,2
446.0,624.0,750.0,1196.0,1795.0,2001.0,2304.0,2329.0,2404.0,1680.0,2.0,2021-01-11,Arkansas,zone2,2
1542.0,1986.0,2132.0,2298.0,1899.0,1877.0,1834.0,1496.0,54.0,50.0,4.0,2021-01-11,Arkansas,zone2,2
716.5,946.5,1248.0,1361.5,1443.0,1535.5,1780.0,1743.5,2737.5,2385.0,4.0,2021-01-11,Arkansas,zone2,2
744.0,1136.0,1582.0,1890.0,1943.0,2032.0,2210.0,2170.0,2224.0,1500.0,1.0,2021-01-11,Arkansas,zone2,2
863.0,1166.0,1440.0,1674.0,1780.0,1851.0,2116.0,2121.0,2854.0,2286.0,3.0,2021-01-11,Arkansas,zone2,2
154.5,253.5,404.0,517.5,419.5,466.5,461.5,394.5,70.5,37.0,3.0,2021-01-11,Arkansas,zone2,2
572.5,783.5,1082.0,1274.5,1355.5,1505.5,1731.5,1743.0,2649.5,2263.5,1.0,2021-01-11,Arkansas,zone2,2
546.0,782.5,1040.0,1167.5,1274.0,1327.5,1473.0,1434.5,1801.0,1070.0,3.0,2021-01-11,Arkansas,zone2,2
581.0,717.0,977.0,1103.5,1200.0,1294.0,1449.0,1410.5,2268.5,1824.5,4.0,2021-01-11,Arkansas,zone2,2
912.0,1438.0,1928.0,2245.0,2456.0,2567.0,2880.0,2717.0,2935.0,2183.0,1.0,2021-01-11,Arkansas,zone2,2
790.0,982.0,1236.0,1465.0,1619.0,1737.0,1852.0,1912.0,2675.0,2031.0,4.0,2021-01-11,Arkansas,zone2,2
654.0,950.0,1178.0,1599.0,1966.0,2164.0,2386.0,2437.0,3164.0,2356.0,2.0,2021-01-11,Arkansas,zone2,2
1338.0,1830.0,2282.0,2450.0,2126.0,2146.0,2276.0,1996.0,359.0,235.0,3.0,2021-01-11,Arkansas,zone2,2
648.0,1014.0,1144.0,1638.0,2345.0,2524.0,2894.0,2601.0,2515.0,1791.0,1.0,2021-01-11,Arkansas,zone2,2
709.0,921.0,1140.0,1393.0,1629.0,1753.0,1912.0,1960.0,2248.0,1624.0,4.0,2021-01-11,Arkansas,zone2,2
1019.0,1338.0,1759.0,2110.5,2231.5,2360.0,2513.0,2606.0,3114.5,2361.0,4.0,2021-01-11,Arkansas,zone2,2
588.0,907.0,965.0,1644.0,2935.0,3226.0,3572.0,3466.0,2474.0,1539.0,4.0,2021-01-11,Arkansas,zone2,2
627.0,893.0,1114.0,1640.0,2249.5,2449.5,2635.5,2652.5,2867.5,2002.5,4.0,2021-01-11,Arkansas,zone2,2
830.0,1164.0,1482.0,1744.0,1833.0,1997.0,2220.0,2188.0,2860.0,2249.0,3.0,2021-01-11,Arkansas,zone2,2
810.0,1032.0,1428.0,1661.0,1815.0,1885.0,2220.0,2188.0,2416.0,1761.0,4.0,2021-01-11,Arkansas,zone2,2
710.0,1100.0,1506.0,1779.0,2021.0,2146.0,2342.0,2292.0,2732.0,2133.0,2.0,2021-01-11,Arkansas,zone2,2
412.0,584.0,828.0,898.0,1004.0,1122.0,1372.0,1203.0,820.0,575.0,4.0,2021-01-11,Arkansas,zone2,2
880.0,1248.0,1676.0,1872.0,1992.0,2120.0,2398.0,2304.0,3045.0,2364.0,4.0,2021-01-11,Arkansas,zone2,2
496.0,656.0,836.0,1029.0,1164.5,1271.0,1436.0,1459.0,1544.0,953.5,3.0,2021-01-11,Arkansas,zone2,2
1214.0,1478.0,1838.0,2247.0,2392.0,2566.0,2842.0,2804.0,3011.0,2300.0,3.0,2021-01-11,Arkansas,zone2,2
528.0,717.5,978.0,1185.0,1253.0,1367.0,1563.0,1612.0,1237.0,820.5,3.0,2021-01-11,Arkansas,zone2,2
676.0,900.0,1170.0,1341.0,1518.5,1633.0,1885.0,1803.5,2337.5,1734.0,4.0,2021-01-11,Arkansas,zone2,2
1290.0,1660.0,1874.0,1965.0,1502.0,1439.0,1372.0,1017.0,55.0,51.0,3.0,2021-01-11,Arkansas,zone2,2
778.0,1064.0,1186.0,1734.0,2445.0,2640.0,2916.0,2867.0,2931.0,2056.0,4.0,2021-01-11,Arkansas,zone2,2
490.0,623.0,817.0,972.0,1017.0,1090.0,1237.0,1224.0,1772.0,1258.5,3.0,2021-01-11,Arkansas,zone2,2
806.0,1169.0,1368.0,1456.5,1054.5,1013.5,954.0,729.0,192.5,172.5,4.0,2021-01-11,Arkansas,zone2,2
830.0,1100.0,1332.0,1524.0,1139.0,1104.0,970.0,745.0,176.0,147.0,4.0,2021-01-11,Arkansas,zone2,2
