B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
403.0,692.0,514.0,1129.0,2843.0,3345.0,3232.0,3500.0,2561.0,1354.0,4.0,2021-06-11,Arkansas,zone2,2
538.0,839.0,600.0,1089.0,2050.5,2388.5,2068.0,2270.0,1262.5,733.0,3.0,2021-06-11,Arkansas,zone2,2
816.5,1169.0,1432.0,1933.0,2127.0,2278.5,2399.0,2519.5,3520.5,2906.5,2.0,2021-06-11,Arkansas,zone2,2
1372.0,1681.0,1763.0,1912.0,1344.0,1406.5,1139.0,1104.5,341.0,305.5,4.0,2021-06-11,Arkansas,zone2,2
608.5,931.0,885.0,1473.0,2756.5,3088.0,3184.0,3266.0,3043.0,2157.5,4.0,2021-06-11,Arkansas,zone2,2
493.0,717.0,514.5,987.5,2485.5,3127.5,3155.0,3175.5,1701.5,968.5,3.0,2021-06-11,Arkansas,zone2,2
1554.0,2070.0,2802.0,3356.0,3425.0,3686.0,3548.0,3962.0,5394.0,5037.0,4.0,2021-06-11,Arkansas,zone2,2
1354.0,1612.0,2142.0,2547.0,2716.0,3069.0,3121.0,3444.0,5070.0,4937.0,4.0,2021-06-11,Arkansas,zone2,2
304.5,604.0,265.0,994.0,3937.5,4903.0,5100.0,5117.0,2447.5,1190.0,4.0,2021-06-11,Arkansas,zone2,2
326.0,504.0,287.0,666.0,3504.0,5378.0,5312.0,5604.0,2019.0,855.0,1.0,2021-06-11,Arkansas,zone2,2
3672.0,2834.0,2376.0,2375.0,2039.0,2086.0,1888.0,1988.0,970.0,599.0,5.0,2021-06-11,Arkansas,zone2,2
324.0,536.5,218.0,783.0,2599.5,3247.0,3113.5,3163.5,1735.0,916.0,3.0,2021-06-11,Arkansas,zone2,2
300.0,534.0,237.0,657.0,3461.0,4950.0,5008.0,5056.0,1983.0,843.0,1.0,2021-06-11,Arkansas,zone2,2
417.0,694.0,489.0,1087.0,3090.0,3638.0,3564.0,3741.0,2422.0,1227.0,4.0,2021-06-11,Arkansas,zone2,2
1297.0,1650.0,1882.0,2288.0,2610.5,2808.0,2849.0,3079.0,4046.5,3514.5,4.0,2021-06-11,Arkansas,zone2,2
778.0,1138.0,1456.0,1754.0,1841.0,1985.0,1972.0,2179.0,2819.0,1978.0,4.0,2021-06-11,Arkansas,zone2,2
560.0,932.0,796.0,1451.0,3002.0,3493.0,3640.0,3676.0,3121.0,1989.0,4.0,2021-06-11,Arkansas,zone2,2
523.0,788.0,373.0,1016.0,4054.0,5480.0,5456.0,5782.0,2262.0,980.0,5.0,2021-06-11,Arkansas,zone2,2
335.0,554.0,380.5,845.0,1943.5,2535.5,2405.0,2421.5,1206.5,698.5,3.0,2021-06-11,Arkansas,zone2,2
942.0,1328.0,1554.0,1973.5,2454.5,2678.0,2796.0,2905.0,3469.0,2646.5,4.0,2021-06-11,Arkansas,zone2,2
824.0,1236.0,1516.0,2132.0,2619.0,2853.0,2810.0,2977.0,3223.0,2239.0,2.0,2021-06-11,Arkansas,zone2,2
909.5,1300.0,1610.0,2142.0,2317.5,2576.0,2650.0,2901.0,3672.5,2707.5,4.0,2021-06-11,Arkansas,zone2,2
994.5,1525.0,1843.0,2262.5,2860.5,3079.5,3114.0,3264.5,3962.5,3185.0,4.0,2021-06-11,Arkansas,zone2,2
664.0,1020.0,804.5,1526.0,2638.5,3029.0,2901.0,3129.5,1940.5,1151.5,3.0,2021-06-11,Arkansas,zone2,2
695.0,1100.0,1050.0,1900.0,2617.0,2894.0,3046.0,3051.0,2771.0,1606.0,4.0,2021-06-11,Arkansas,zone2,2
1249.0,1690.0,1961.0,2436.5,3073.5,3185.5,3352.0,3449.5,4436.0,3860.0,4.0,2021-06-11,Arkansas,zone2,2
1623.0,1844.0,1721.0,1792.5,1142.0,1138.5,1120.0,958.0,875.0,724.0,3.0,2021-06-11,Arkansas,zone2,2
1974.0,2746.0,3108.0,3790.0,3952.0,4253.0,4288.0,4302.0,5167.0,4718.0,4.0,2021-06-11,Arkansas,zone2,2
413.0,584.0,514.0,868.0,1760.0,2114.0,2078.0,2205.0,1961.0,1160.0,3.0,2021-06-11,Arkansas,zone2,2
368.0,710.0,500.0,1165.5,2969.5,3298.0,3410.0,3718.5,2764.5,1587.0,4.0,2021-06-11,Arkansas,zone2,2
1581.0,1844.0,1954.0,2217.0,2012.0,2133.5,2090.0,2291.0,2032.5,1435.0,4.0,2021-06-11,Arkansas,zone2,2
553.0,863.0,805.0,1360.0,2897.0,3408.0,3408.0,3618.0,2367.0,1208.0,4.0,2021-06-11,Arkansas,zone2,2
333.0,627.5,302.0,979.5,4204.0,5318.0,5238.0,5526.0,2685.0,1295.0,4.0,2021-06-11,Arkansas,zone2,2
884.0,1226.0,1324.0,1905.0,2757.0,3007.0,3068.0,3251.0,3868.0,2977.0,4.0,2021-06-11,Arkansas,zone2,2
699.0,1072.5,1098.0,1640.0,2241.5,2480.0,2557.0,2690.5,3672.5,3015.5,4.0,2021-06-11,Arkansas,zone2,2
664.5,1045.0,909.5,1574.0,2373.5,2747.5,2828.0,2958.0,3054.0,2060.0,3.0,2021-06-11,Arkansas,zone2,2
932.0,1432.0,1496.0,2233.0,3188.0,3459.0,3540.0,3688.0,3547.0,2597.0,2.0,2021-06-11,Arkansas,zone2,2
351.0,510.0,287.0,657.5,3044.5,4775.5,4682.0,4899.0,1730.5,760.0,1.0,2021-06-11,Arkansas,zone2,2
455.5,744.0,453.0,1049.5,2973.5,3562.0,3269.0,3360.0,1424.0,737.0,4.0,2021-06-11,Arkansas,zone2,2
1451.5,1906.0,2414.0,2870.5,2887.5,3078.0,3099.0,3299.0,4480.0,3941.5,4.0,2021-06-11,Arkansas,zone2,2
445.5,729.5,572.5,1101.5,2450.5,3035.0,2920.0,3224.0,2245.5,1292.0,3.0,2021-06-11,Arkansas,zone2,2
458.5,818.5,756.5,1421.0,2795.0,3224.0,3256.0,3464.0,2610.5,1609.5,4.0,2021-06-11,Arkansas,zone2,2
600.0,960.0,875.0,1651.0,2950.0,3314.0,3499.0,3703.0,3460.0,2354.0,4.0,2021-06-11,Arkansas,zone2,2
252.5,474.0,228.5,592.5,3335.0,5074.0,5084.0,5226.0,1838.5,769.5,1.0,2021-06-11,Arkansas,zone2,2
