B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
406.0,636.0,744.0,1269.0,1664.0,1916.0,2118.0,2335.0,2710.0,1800.0,4.0,2021-10-11,Arkansas,zone1,2
633.5,824.0,1138.5,1333.0,1456.0,1609.0,1802.0,1852.0,3251.0,2395.5,4.0,2021-10-11,Arkansas,zone1,2
1077.0,1514.0,2148.0,2557.0,2823.0,3023.5,3186.0,3296.0,4602.0,4199.5,1.0,2021-10-11,Arkansas,zone1,2
788.0,937.0,1130.0,1558.0,1942.5,2193.5,2507.0,2649.5,3259.0,2183.0,2.0,2021-10-11,Arkansas,zone1,2
750.0,1040.0,1250.0,1689.0,2197.0,2396.0,2523.0,2675.0,3426.5,2312.5,3.0,2021-10-11,Arkansas,zone1,2
414.0,572.5,763.5,1028.5,1222.5,1354.0,1531.0,1640.0,2690.5,1943.5,4.0,2021-10-11,Arkansas,zone1,2
694.5,881.0,1208.5,1407.5,1562.0,1728.5,1950.0,2015.0,3414.0,2493.0,4.0,2021-10-11,Arkansas,zone1,2
441.5,546.5,725.5,880.5,974.0,1085.0,1244.0,1281.0,2534.5,2020.5,4.0,2021-10-11,Arkansas,zone1,2
647.5,888.0,1118.0,1515.0,1884.5,2052.0,2245.5,2288.0,3482.0,2586.5,4.0,2021-10-11,Arkansas,zone1,2
530.0,688.0,952.0,1118.0,1251.0,1383.0,1555.0,1649.5,3040.5,2334.5,4.0,2021-10-11,Arkansas,zone1,2
787.0,1204.0,1467.0,2036.5,2466.0,2707.5,3061.0,3021.0,3444.0,2338.5,3.0,2021-10-11,Arkansas,zone1,2
729.0,931.0,1160.0,1392.0,1537.5,1686.5,1839.0,1875.0,3288.5,2603.5,4.0,2021-10-11,Arkansas,zone1,2
457.0,572.0,772.5,945.5,1136.5,1278.5,1488.0,1590.5,2556.5,1868.0,4.0,2021-10-11,Arkansas,zone1,2
422.0,555.0,736.5,898.5,1041.5,1169.0,1392.0,1372.0,2317.5,1682.5,4.0,2021-10-11,Arkansas,zone1,2
942.5,1253.0,1701.0,2028.5,2190.5,2368.0,2551.0,2631.0,3724.0,3023.5,1.0,2021-10-11,Arkansas,zone1,2
511.0,636.0,924.0,1068.0,1156.5,1319.0,1518.0,1564.0,2906.5,2297.0,4.0,2021-10-11,Arkansas,zone1,2
719.0,1050.0,1347.0,1779.0,2061.5,2273.5,2395.0,2482.5,2424.0,1631.5,3.0,2021-10-11,Arkansas,zone1,2
339.0,432.0,551.5,731.0,885.0,975.0,1045.5,1128.0,1849.5,1321.5,4.0,2021-10-11,Arkansas,zone1,2
851.5,1107.5,1334.0,1682.5,1980.0,2142.5,2475.0,2447.5,3242.5,2399.5,5.0,2021-10-11,Arkansas,zone1,2
492.5,634.0,826.5,1049.0,1180.5,1319.0,1489.0,1531.0,2553.0,1861.5,4.0,2021-10-11,Arkansas,zone1,2
1027.0,1343.0,1718.0,2046.0,2256.0,2427.5,2666.0,2689.5,3968.0,3091.0,3.0,2021-10-11,Arkansas,zone1,2
838.5,1495.0,1433.0,2521.5,3775.0,4189.0,4456.0,4568.5,3010.0,1913.0,3.0,2021-10-11,Arkansas,zone1,2
831.0,1127.0,1503.0,2007.0,2517.0,2748.0,3065.0,3064.5,3779.5,2651.0,3.0,2021-10-11,Arkansas,zone1,2
962.0,1282.0,1694.0,1974.0,2339.0,2527.0,2742.0,2842.0,3067.0,2118.0,3.0,2021-10-11,Arkansas,zone1,2
528.0,799.5,903.0,1425.0,1949.5,2154.0,2360.0,2435.0,2501.5,1632.0,4.0,2021-10-11,Arkansas,zone1,2
426.0,558.0,751.5,943.0,1081.0,1236.0,1328.0,1456.0,2668.0,2132.0,4.0,2021-10-11,Arkansas,zone1,2
837.0,1061.0,1496.0,1707.5,1827.5,2006.5,2329.0,2321.0,3912.0,3067.0,1.0,2021-10-11,Arkansas,zone1,2
1662.0,2073.0,2662.0,3169.5,3156.5,3286.5,3584.0,3519.5,4379.5,4038.0,5.0,2021-10-11,Arkansas,zone1,2
688.0,905.0,1200.0,1476.0,1661.5,1839.0,1966.0,2020.5,3191.0,2747.5,4.0,2021-10-11,Arkansas,zone1,2
658.5,810.5,1108.0,1431.0,1645.5,1890.5,2150.0,2293.0,3262.0,2377.5,2.0,2021-10-11,Arkansas,zone1,2
721.5,953.0,1355.0,1614.5,1749.0,1927.0,2137.5,2216.0,3702.0,2927.5,4.0,2021-10-11,Arkansas,zone1,2
637.0,898.0,1280.0,1710.5,1993.5,2176.5,2139.0,2443.5,3858.0,2832.0,3.0,2021-10-11,Arkansas,zone1,2
475.0,627.5,882.0,1056.5,1211.5,1357.0,1504.0,1488.5,1742.0,1201.0,3.0,2021-10-11,Arkansas,zone1,2
378.5,716.0,801.0,1442.5,2080.5,2353.0,2673.0,2802.0,2809.0,1821.5,4.0,2021-10-11,Arkansas,zone1,2
1041.0,1341.0,1751.0,1943.5,2078.5,2256.5,2510.0,2517.5,4004.5,3389.5,4.0,2021-10-11,Arkansas,zone1,2
881.5,1250.0,1660.0,1966.5,2245.5,2411.5,2695.0,2688.0,3842.0,3193.0,1.0,2021-10-11,Arkansas,zone1,2
610.0,773.5,1005.5,1288.5,1533.0,1737.5,1885.0,2009.0,2975.5,2222.5,4.0,2021-10-11,Arkansas,zone1,2
874.0,1091.0,1420.0,1707.5,1855.0,2048.0,2234.0,2296.5,3956.5,3071.5,4.0,2021-10-11,Arkansas,zone1,2
201.5,292.5,312.5,634.5,965.0,1172.5,1198.5,1554.0,1642.0,1131.5,4.0,2021-10-11,Arkansas,zone1,2
505.5,721.0,782.5,1110.0,1536.5,1715.0,1794.0,1799.5,2291.5,1709.0,4.0,2021-10-11,Arkansas,zone1,2
699.0,934.0,1277.0,1491.5,1694.0,1868.5,2028.0,2023.5,3035.5,2332.0,4.0,2021-10-11,Arkansas,zone1,2
360.0,560.0,642.0,1136.0,1678.0,1970.0,2135.0,2265.0,2416.0,1491.0,5.0,2021-10-11,Arkansas,zone1,2
573.0,754.5,1016.0,1241.0,1350.5,1480.0,1617.0,1721.5,3103.5,2460.5,4.0,2021-10-11,Arkansas,zone1,2
879.0,1205.0,1613.0,1965.5,2299.0,2492.5,2785.0,2756.5,3632.5,2678.5,3.0,2021-10-11,Arkansas,zone1,2
351.0,570.0,673.0,1112.5,1604.5,1754.0,1999.0,2018.5,2268.5,1567.0,4.0,2021-10-11,Arkansas,zone1,2
958.0,1053.0,1276.0,1630.0,1884.5,2114.0,2378.0,2529.0,2741.5,1816.0,2.0,2021-10-11,Arkansas,zone1,2
764.0,1007.0,1284.0,1388.0,1578.0,1727.0,1882.0,1942.0,2907.0,2607.0,3.0,2021-10-11,Arkansas,zone1,2
367.0,534.0,654.0,965.5,1437.0,1560.5,1692.0,1853.5,2487.0,1760.0,4.0,2021-10-11,Arkansas,zone1,2
477.5,612.0,878.0,1076.0,1178.5,1357.5,1533.0,1656.0,2898.5,2140.0,4.0,2021-10-11,Arkansas,zone1,2
1230.0,1590.0,2076.0,2493.5,2706.0,2932.5,3180.0,3223.0,4747.0,3535.0,3.0,2021-10-11,Arkansas,zone1,2
720.0,1032.0,1326.0,1803.5,2090.5,2246.5,2417.0,2539.5,3218.0,2347.5,3.0,2021-10-11,Arkansas,zone1,2
493.0,636.0,842.0,1006.5,1138.5,1288.5,1457.0,1482.0,2510.0,1899.5,4.0,2021-10-11,Arkansas,zone1,2
766.0,1188.0,1393.0,2121.0,2772.0,3056.0,3506.0,3473.0,2597.5,1673.5,3.0,2021-10-11,Arkansas,zone1,2
500.0,911.0,986.0,1687.0,2242.0,2532.0,2724.0,2849.5,2890.5,2019.5,4.0,2021-10-11,Arkansas,zone1,2
610.0,919.5,916.0,1481.0,2437.0,2638.0,2873.0,2883.0,3402.0,2319.5,4.0,2021-10-11,Arkansas,zone1,2
500.0,621.0,828.0,1006.0,1119.0,1251.0,1422.0,1473.0,2981.0,2355.0,4.0,2021-10-11,Arkansas,zone1,2
790.0,1108.0,1406.0,1810.0,2084.5,2266.0,2444.5,2523.5,3604.5,3082.0,1.0,2021-10-11,Arkansas,zone1,2
1223.0,1604.0,2182.0,2516.5,2706.0,2905.5,3192.0,3222.5,4398.5,3154.5,3.0,2021-10-11,Arkansas,zone1,2
