B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
427.0,636.0,352.0,1096.0,3654.0,4668.0,4821.0,4870.0,2663.0,1417.0,4.0,2021-08-21,Arkansas,zone1,3
441.0,616.0,636.0,1068.0,1768.0,2099.0,2166.0,2466.0,2184.0,1327.0,1.0,2021-08-21,Arkansas,zone1,3
459.0,688.0,365.0,1096.5,4283.5,5372.5,5085.0,5502.0,2429.5,1076.5,2.0,2021-08-21,Arkansas,zone1,3
410.5,574.5,619.5,1030.5,1735.0,2095.5,2003.0,2285.0,1930.5,1162.5,1.0,2021-08-21,Arkansas,zone1,3
460.0,833.0,552.0,1477.0,3232.0,3948.0,3916.0,4225.0,1607.0,814.0,3.0,2021-08-21,Arkansas,zone1,3
348.5,510.0,257.0,742.5,3913.5,5460.0,5222.0,5664.5,2207.5,916.5,4.0,2021-08-21,Arkansas,zone1,3
308.0,438.0,239.0,697.0,3374.0,4824.5,4887.5,4992.5,2012.5,890.5,4.0,2021-08-21,Arkansas,zone1,3
339.0,494.0,267.0,760.0,3211.0,4288.0,4267.0,4593.0,1843.0,775.0,4.0,2021-08-21,Arkansas,zone1,3
481.0,786.0,572.0,1386.0,2283.0,2683.0,3140.0,3004.0,2598.0,1658.0,4.0,2021-08-21,Arkansas,zone1,3
328.0,465.0,243.0,739.0,4013.0,6025.0,5688.0,6223.0,2490.0,1151.0,4.0,2021-08-21,Arkansas,zone1,3
494.5,903.5,419.0,1492.5,3874.5,4936.5,4832.0,5230.5,2011.5,986.0,3.0,2021-08-21,Arkansas,zone1,3
346.0,484.0,286.0,690.0,3132.0,4193.0,3977.0,4484.0,1978.0,900.0,4.0,2021-08-21,Arkansas,zone1,3
310.0,436.5,240.5,653.5,3361.0,4965.0,4612.0,5021.0,2116.5,929.0,4.0,2021-08-21,Arkansas,zone1,3
401.5,547.0,288.0,789.5,4168.5,5834.5,5686.0,6109.5,2552.0,1055.5,4.0,2021-08-21,Arkansas,zone1,3
445.5,699.0,623.5,1138.5,2014.5,2381.5,2292.0,2605.5,1997.0,1123.5,1.0,2021-08-21,Arkansas,zone1,3
384.0,518.0,344.0,783.0,2910.0,3856.0,3759.0,4004.0,2104.0,1093.0,4.0,2021-08-21,Arkansas,zone1,3
3140.0,3054.0,2858.0,3704.0,4837.0,5472.0,4784.0,5806.0,4527.0,4085.0,3.0,2021-08-21,Arkansas,zone1,3
