B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
487.0,867.5,614.5,1440.0,3075.0,3544.5,3864.0,3740.0,2773.5,1914.0,6.0,2021-01-21,California,zone1,3
381.0,549.0,468.0,668.0,1151.0,1285.0,1856.0,1379.0,1098.0,644.0,1.0,2021-01-21,California,zone1,3
468.5,668.5,767.0,1139.5,1754.5,1992.5,2131.5,2164.5,2249.5,1771.0,4.0,2021-01-21,California,zone1,3
332.0,656.0,592.5,1223.0,2453.5,2762.5,3189.0,2970.5,2110.0,1374.5,4.0,2021-01-21,California,zone1,3
384.0,513.5,535.5,817.5,1207.0,1347.5,1451.0,1511.0,2183.0,2005.5,1.0,2021-01-21,California,zone1,3
300.5,675.0,384.5,1226.0,3095.0,3575.0,3844.0,3663.0,2133.5,1162.5,1.0,2021-01-21,California,zone1,3
516.0,854.5,687.0,1258.0,2212.0,2340.5,3138.0,2631.5,2158.5,1597.0,6.0,2021-01-21,California,zone1,3
562.0,907.0,962.0,1563.0,2312.0,2516.0,2810.0,2709.0,2782.5,2398.5,6.0,2021-01-21,California,zone1,3
