B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
1008.0,1460.0,2303.0,2715.5,2886.5,3181.5,3470.0,3634.5,2902.5,1829.5,6.0,2021-06-01,California,zone1,1
639.0,848.0,805.0,1191.5,2691.5,3172.0,3203.0,3205.0,2188.5,1619.0,6.0,2021-06-01,California,zone1,1
1187.0,1671.0,2324.0,2734.5,3103.5,3370.0,3710.5,3744.0,3944.0,2762.5,1.0,2021-06-01,California,zone1,1
730.5,1328.0,943.0,1915.0,2689.0,2824.0,2772.0,2689.0,1153.5,747.5,2.0,2021-06-01,California,zone1,1
1277.0,1811.0,2589.0,3157.5,3393.0,3665.5,3906.0,4077.5,4477.5,3211.0,6.0,2021-06-01,California,zone1,1
899.0,1345.0,1646.0,2089.0,2678.5,2974.0,3204.0,3189.0,3313.5,2603.5,1.0,2021-06-01,California,zone1,1
434.5,626.5,508.0,751.5,778.5,841.0,815.5,741.0,303.0,223.5,2.0,2021-06-01,California,zone1,1
142.0,331.0,168.0,487.5,3093.0,5104.0,5246.0,5247.5,1519.0,620.0,6.0,2021-06-01,California,zone1,1
1173.0,1508.0,2005.0,2316.0,2482.5,2676.5,2566.0,2942.5,3991.5,3375.5,6.0,2021-06-01,California,zone1,1
313.0,667.0,336.0,1025.0,2183.0,2440.5,2470.0,2491.5,1429.0,793.5,2.0,2021-06-01,California,zone1,1
537.0,1192.5,620.5,1769.5,2945.0,3087.0,2968.0,3142.5,1953.5,1172.0,2.0,2021-06-01,California,zone1,1
384.5,661.0,444.0,883.5,1641.5,1815.5,1860.0,1769.0,1029.5,648.5,2.0,2021-06-01,California,zone1,1
338.5,523.0,542.0,693.0,582.5,647.0,637.0,569.5,183.0,135.0,2.0,2021-06-01,California,zone1,1
604.5,981.0,1187.0,1680.5,2658.5,3031.0,3282.0,3348.5,3134.0,2210.5,1.0,2021-06-01,California,zone1,1
429.5,726.0,518.0,1199.5,2278.0,2643.5,3306.5,2671.5,2009.0,1487.0,2.0,2021-06-01,California,zone1,1
280.0,645.0,241.0,1071.5,4618.0,5611.0,5830.0,5762.0,2284.0,1035.5,3.0,2021-06-01,California,zone1,1
891.0,1273.0,1703.0,1912.5,2023.5,2157.0,2332.0,2324.5,3281.0,2771.5,1.0,2021-06-01,California,zone1,1
857.0,1299.0,1674.0,2128.5,2924.0,3298.0,4090.0,3658.0,3196.5,2131.0,4.0,2021-06-01,California,zone1,1
240.0,507.0,198.0,807.0,4643.0,6220.0,6264.0,6441.0,2004.0,917.0,3.0,2021-06-01,California,zone1,1
1316.0,1799.0,2562.0,2791.0,3077.0,3332.5,3790.0,3693.0,4768.5,3709.5,6.0,2021-06-01,California,zone1,1
267.0,506.5,309.0,806.0,1754.0,2128.5,2070.0,2051.5,1080.0,643.5,2.0,2021-06-01,California,zone1,1
501.5,844.0,676.0,1371.5,2349.0,2599.0,2666.0,2671.5,1734.5,1223.5,2.0,2021-06-01,California,zone1,1
