B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
512.0,724.0,797.0,1137.0,2165.5,2639.5,2758.0,2958.0,2029.5,1422.5,5.0,2021-07-11,California,zone2,2
514.0,866.0,747.0,1543.0,3276.0,4065.0,4304.0,4250.0,2710.0,1994.0,1.0,2021-07-11,California,zone2,2
653.0,1078.0,1228.0,1872.0,3007.0,3397.0,3804.0,3925.5,3430.0,2150.5,6.0,2021-07-11,California,zone2,2
900.0,1153.0,1538.0,1768.5,1953.5,2153.0,2377.0,2473.0,4184.0,3698.5,6.0,2021-07-11,California,zone2,2
322.5,469.5,541.0,724.5,1324.0,1638.5,1663.0,1763.0,1908.5,1335.5,6.0,2021-07-11,California,zone2,2
994.0,1446.0,1693.0,1988.0,3107.5,3487.5,3540.0,3759.5,3408.0,2616.0,6.0,2021-07-11,California,zone2,2
1119.0,1542.0,2184.0,2465.0,2539.5,2705.5,2904.0,2973.5,4354.5,3545.5,6.0,2021-07-11,California,zone2,2
239.0,752.5,266.5,1260.5,4674.0,5760.5,6104.0,6066.0,2713.0,1263.5,1.0,2021-07-11,California,zone2,2
851.0,1276.0,1484.0,2127.0,2878.0,3230.5,3394.0,3534.5,3164.5,2353.5,1.0,2021-07-11,California,zone2,2
498.0,759.0,967.0,1370.0,2322.5,2790.5,2922.0,3177.0,2740.5,1763.0,5.0,2021-07-11,California,zone2,2
811.0,1143.0,1572.0,1851.5,2090.5,2274.5,2314.0,2509.0,3136.5,2814.0,6.0,2021-07-11,California,zone2,2
952.0,1252.5,1438.5,1999.5,3148.5,3602.5,3602.0,3875.0,3411.5,2301.5,3.0,2021-07-11,California,zone2,2
521.0,750.0,831.0,1237.5,2190.0,2616.5,2662.0,2817.0,2069.5,1515.5,5.0,2021-07-11,California,zone2,2
1075.0,1533.0,2062.0,2526.0,2977.0,3205.0,3230.0,3376.0,4139.5,3434.0,6.0,2021-07-11,California,zone2,2
677.5,1094.5,1093.5,1821.0,3474.5,4082.5,4300.0,4425.5,2810.0,1699.5,6.0,2021-07-11,California,zone2,2
1325.0,1887.0,2487.0,2739.0,2696.5,2813.5,2805.0,2937.5,3516.5,2957.0,6.0,2021-07-11,California,zone2,2
