B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
302.5,494.0,793.0,1025.5,1298.0,1500.0,1758.0,1845.5,2580.5,1936.5,5.0,2021-12-11,California,zone2,2
774.5,1220.0,1585.0,1771.0,1825.5,1923.5,2017.0,1985.5,2879.5,2431.0,1.0,2021-12-11,California,zone2,2
370.0,536.0,741.0,874.0,944.0,1050.0,1200.0,1229.0,2043.0,1747.0,6.0,2021-12-11,California,zone2,2
304.0,526.0,733.0,983.0,1230.0,1422.0,1634.0,1717.0,2749.0,2126.0,5.0,2021-12-11,California,zone2,2
447.0,691.0,862.0,1116.0,1503.0,1722.0,1802.0,1884.0,1933.0,1547.0,6.0,2021-12-11,California,zone2,2
245.0,592.0,318.0,1035.0,3578.5,4067.5,4414.0,4231.0,1932.0,965.5,3.0,2021-12-11,California,zone2,2
342.0,659.0,772.0,1305.0,1928.0,2197.0,2341.0,2376.0,2103.0,1457.0,6.0,2021-12-11,California,zone2,2
375.5,736.0,1202.0,1421.5,1567.0,1710.0,1851.0,1924.5,2712.0,2214.5,1.0,2021-12-11,California,zone2,2
492.0,786.0,982.0,1303.0,1625.0,1821.0,2042.0,2031.0,2547.0,2066.0,4.0,2021-12-11,California,zone2,2
292.0,336.0,483.0,557.0,584.0,582.0,689.0,615.0,1490.0,1280.0,6.0,2021-12-11,California,zone2,2
299.5,633.5,445.5,1034.5,3270.5,3824.0,3950.0,4000.5,1908.0,1078.0,3.0,2021-12-11,California,zone2,2
280.5,537.0,883.0,1232.0,1601.0,1852.5,2099.0,2161.5,2550.0,1853.0,1.0,2021-12-11,California,zone2,2
249.0,536.0,644.0,898.0,1052.0,1105.0,1180.0,1209.0,1450.0,971.0,6.0,2021-12-11,California,zone2,2
457.0,718.0,1001.0,1336.0,1557.0,1734.0,1973.0,2056.0,2607.0,1755.0,6.0,2021-12-11,California,zone2,2
326.0,572.0,590.0,997.0,1505.0,1763.0,1932.0,1947.0,2065.0,1527.0,1.0,2021-12-11,California,zone2,2
269.0,536.0,948.0,1125.0,1171.0,1447.0,1466.0,1642.0,2612.0,2166.0,1.0,2021-12-11,California,zone2,2
331.0,530.0,762.0,896.0,1025.0,1120.0,1216.0,1261.0,1786.0,1338.0,5.0,2021-12-11,California,zone2,2
308.5,563.0,785.0,1071.5,1682.0,1979.0,2119.0,2140.0,1950.5,1421.0,6.0,2021-12-11,California,zone2,2
1842.0,2436.0,2892.0,3055.5,3056.5,3116.0,3304.0,3177.0,4374.0,4632.0,1.0,2021-12-11,California,zone2,2
280.0,582.5,781.5,1177.0,1720.0,1948.5,2131.0,2214.0,2188.5,1613.5,4.0,2021-12-11,California,zone2,2
319.0,558.0,794.0,902.0,935.0,1067.0,1136.0,1152.0,1727.0,1398.0,6.0,2021-12-11,California,zone2,2
323.5,630.0,551.0,1067.0,2321.0,2535.0,2686.0,2688.0,1786.5,1011.5,3.0,2021-12-11,California,zone2,2
1083.0,1217.0,1378.0,1519.5,1532.0,1629.5,1733.0,1779.5,2644.0,2375.5,6.0,2021-12-11,California,zone2,2
391.0,650.0,951.0,1170.0,1380.0,1582.0,1874.0,1816.0,2349.0,1861.0,4.0,2021-12-11,California,zone2,2
927.5,1101.0,1348.0,1516.5,1530.5,1610.5,1677.0,1742.5,2519.0,2289.0,6.0,2021-12-11,California,zone2,2
228.0,358.0,549.0,705.0,876.0,1005.0,1234.0,1273.0,2106.0,1665.0,5.0,2021-12-11,California,zone2,2
235.0,558.0,251.0,938.0,3596.5,4168.0,4540.0,4362.5,1778.0,785.0,3.0,2021-12-11,California,zone2,2
660.0,801.0,1120.0,1259.5,1324.5,1439.5,1581.0,1692.5,2953.0,2671.5,6.0,2021-12-11,California,zone2,2
394.5,716.5,1332.0,1862.5,2055.5,2401.5,2643.0,2970.0,3199.5,2208.0,1.0,2021-12-11,California,zone2,2
332.0,504.5,682.5,987.0,1397.0,1561.0,1732.0,1811.0,2178.5,1597.0,1.0,2021-12-11,California,zone2,2
618.0,792.0,940.0,1029.0,1069.0,1155.0,1238.0,1280.0,2287.0,2104.0,6.0,2021-12-11,California,zone2,2
425.0,740.0,1010.0,1082.0,1162.0,1204.0,1322.0,1273.0,1583.0,1174.0,6.0,2021-12-11,California,zone2,2
