B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
857.0,1141.0,1384.0,1557.0,1591.5,1708.5,1579.0,1743.0,2363.0,2145.5,1.0,2021-03-11,California,zone2,2
348.0,650.0,312.0,1013.0,4464.0,5405.0,5752.0,5465.0,2137.0,1032.0,3.0,2021-03-11,California,zone2,2
271.0,368.0,457.0,514.0,479.0,568.0,661.0,708.0,1706.0,1554.0,6.0,2021-03-11,California,zone2,2
604.0,930.0,870.0,1455.0,3138.0,3596.0,3844.0,3820.0,2561.0,1728.0,3.0,2021-03-11,California,zone2,2
114.0,361.0,116.0,675.0,3819.0,5720.0,6088.0,6019.0,1795.0,773.0,6.0,2021-03-11,California,zone2,2
697.5,1002.0,1312.0,1493.5,1645.5,1862.0,2086.0,2086.0,2977.0,2159.5,6.0,2021-03-11,California,zone2,2
413.0,634.0,677.5,1041.5,1596.5,1805.0,1947.0,1930.0,2105.0,1690.5,1.0,2021-03-11,California,zone2,2
617.5,960.0,1171.0,1377.5,1723.0,1899.5,2052.0,2047.5,2548.0,1978.5,5.0,2021-03-11,California,zone2,2
822.0,1052.0,1290.0,1359.0,1414.0,1454.0,1596.0,1542.0,2335.0,2540.0,1.0,2021-03-11,California,zone2,2
651.0,902.5,1183.0,1345.0,1381.5,1476.5,1620.0,1620.5,2380.0,2012.5,6.0,2021-03-11,California,zone2,2
310.0,656.0,240.0,1025.0,4946.0,6096.0,6284.0,6179.0,2092.0,913.0,3.0,2021-03-11,California,zone2,2
566.0,746.0,867.0,1099.0,1295.0,1432.0,1654.0,1697.0,2541.0,1970.0,5.0,2021-03-11,California,zone2,2
351.0,638.0,362.0,966.0,3689.0,4350.0,4524.0,4481.0,1875.0,911.0,3.0,2021-03-11,California,zone2,2
472.0,756.0,846.0,1241.0,2168.0,2449.0,2552.0,2660.0,2341.0,1614.0,1.0,2021-03-11,California,zone2,2
671.0,1080.0,1423.0,1501.5,1603.5,1722.0,1841.0,1784.0,2379.0,1895.5,6.0,2021-03-11,California,zone2,2
304.0,446.0,326.0,691.0,2594.0,3202.0,3428.0,3232.0,699.0,422.0,6.0,2021-03-11,California,zone2,2
708.0,1013.0,1246.0,1364.0,1426.0,1502.0,1654.0,1623.0,2294.0,1894.0,4.0,2021-03-11,California,zone2,2
303.0,593.0,284.0,989.0,3976.0,4867.0,5196.0,5069.0,1779.0,751.0,3.0,2021-03-11,California,zone2,2
897.0,1223.0,1760.0,1930.5,1997.5,2150.0,2347.0,2298.5,3346.0,3286.0,6.0,2021-03-11,California,zone2,2
507.0,804.5,728.0,1262.5,3354.5,3922.5,4118.0,4166.5,2685.0,1664.0,3.0,2021-03-11,California,zone2,2
446.5,665.0,740.0,1094.0,1609.0,1703.0,1878.0,1868.0,1803.5,1376.5,1.0,2021-03-11,California,zone2,2
317.0,394.0,470.0,491.0,496.0,502.0,558.0,601.0,1213.0,1040.0,4.0,2021-03-11,California,zone2,2
306.0,541.0,248.0,754.0,3745.0,5755.0,6232.0,5953.0,1790.0,794.0,6.0,2021-03-11,California,zone2,2
304.0,550.0,256.0,910.0,4026.0,4940.0,5180.0,5097.0,1842.0,828.0,3.0,2021-03-11,California,zone2,2
1604.0,2054.0,2674.0,2653.0,2977.0,3008.0,3708.0,3060.0,3163.0,2857.0,6.0,2021-03-11,California,zone2,2
596.0,781.0,996.0,1101.0,1178.0,1256.0,1362.0,1381.0,2108.0,1719.0,6.0,2021-03-11,California,zone2,2
465.0,656.0,655.0,1056.0,1867.0,2083.0,2000.0,2148.0,2385.0,1638.0,6.0,2021-03-11,California,zone2,2
646.0,812.0,991.0,1125.0,1219.0,1311.0,1512.0,1525.0,2800.0,2380.0,6.0,2021-03-11,California,zone2,2
497.0,792.0,694.0,1288.0,2810.0,3199.0,3460.0,3419.0,2498.0,1655.0,3.0,2021-03-11,California,zone2,2
373.0,654.0,548.0,1131.0,3289.0,3996.0,3988.0,4053.0,1889.0,960.0,3.0,2021-03-11,California,zone2,2
523.0,784.0,991.0,1258.0,1594.0,1761.0,1926.0,1989.0,3001.0,2417.0,1.0,2021-03-11,California,zone2,2
732.0,1227.0,1328.0,1962.5,2906.0,3191.5,3289.5,3363.0,3261.5,2524.0,6.0,2021-03-11,California,zone2,2
367.0,660.0,367.0,1113.0,3942.0,4661.0,4960.0,4752.0,2172.0,1110.0,3.0,2021-03-11,California,zone2,2
466.0,714.0,746.0,1230.0,2449.0,2719.0,3020.0,2929.0,2606.0,1870.0,1.0,2021-03-11,California,zone2,2
406.0,532.0,642.0,764.0,868.0,951.0,1092.0,1145.0,2177.0,1791.0,6.0,2021-03-11,California,zone2,2
1252.0,1858.0,2378.0,2765.0,3224.0,3355.0,3707.0,3610.0,4189.0,3570.0,6.0,2021-03-11,California,zone2,2
454.0,680.0,545.0,993.0,3332.0,4018.0,4348.0,4194.0,2083.0,1204.0,6.0,2021-03-11,California,zone2,2
495.0,695.5,959.0,1266.5,1510.0,1685.0,1975.0,2005.0,2569.0,1786.5,6.0,2021-03-11,California,zone2,2
402.0,606.0,818.0,882.0,968.0,1042.0,1236.0,1182.0,1807.0,1308.0,6.0,2021-03-11,California,zone2,2
594.0,962.0,999.0,1550.0,3096.0,3588.0,3920.0,3886.0,3167.0,1794.0,6.0,2021-03-11,California,zone2,2
1115.0,1438.0,1748.0,1825.0,1770.0,1879.0,1994.0,1927.0,3283.0,3758.0,1.0,2021-03-11,California,zone2,2
342.0,458.0,594.0,669.0,725.0,810.0,990.0,982.0,1823.0,1344.0,6.0,2021-03-11,California,zone2,2
670.0,944.0,914.0,1577.0,2531.0,2856.0,3276.0,3308.0,3288.0,2341.0,3.0,2021-03-11,California,zone2,2
376.0,546.0,758.0,862.0,932.0,877.0,1246.0,1227.0,2033.0,1565.0,6.0,2021-03-11,California,zone2,2
645.0,891.0,1011.0,1321.0,1511.0,1646.0,1864.0,1901.0,2563.0,1960.0,5.0,2021-03-11,California,zone2,2
331.0,626.0,280.0,1010.0,4543.0,5599.0,5960.0,5825.0,2022.0,866.0,3.0,2021-03-11,California,zone2,2
285.0,592.5,542.0,1101.0,2609.5,3015.5,3114.5,3169.5,2085.0,1284.0,6.0,2021-03-11,California,zone2,2
123.0,378.0,141.0,648.0,3645.0,5465.0,5812.0,5738.0,1387.0,593.0,6.0,2021-03-11,California,zone2,2
428.0,694.0,708.0,1112.0,1790.0,1982.0,2178.0,2177.0,2407.0,1917.0,1.0,2021-03-11,California,zone2,2
391.0,644.0,522.0,1060.0,2707.0,3041.0,3184.0,3230.0,2033.0,1220.0,3.0,2021-03-11,California,zone2,2
230.0,282.0,366.0,411.0,426.0,463.0,530.0,578.0,1208.0,1019.0,6.0,2021-03-11,California,zone2,2
