B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
517.0,738.0,900.5,1215.5,2058.5,2487.5,2718.0,2803.0,2039.0,1442.5,5.0,2021-09-11,California,zone2,2
912.0,1298.0,1718.0,2103.5,2195.0,2323.0,2341.0,2546.0,3451.5,3092.0,1.0,2021-09-11,California,zone2,2
593.0,882.0,1127.0,1520.0,2058.0,2366.0,2717.0,2857.0,2804.0,1715.5,6.0,2021-09-11,California,zone2,2
1130.0,1487.0,1967.0,2203.5,2351.5,2572.0,2814.0,2875.0,4693.0,4569.5,6.0,2021-09-11,California,zone2,2
173.0,308.0,281.5,480.0,1491.5,2099.5,2237.0,2296.0,1319.0,747.5,6.0,2021-09-11,California,zone2,2
766.0,1101.0,1358.0,1704.5,2415.0,2744.5,2916.0,3056.0,3072.5,2333.5,6.0,2021-09-11,California,zone2,2
1059.0,1414.0,2038.0,2298.0,2392.0,2547.5,2780.0,2810.5,4125.5,3272.5,6.0,2021-09-11,California,zone2,2
539.0,830.0,1328.0,1668.0,1929.5,2220.5,2581.0,2713.0,3341.0,2265.0,1.0,2021-09-11,California,zone2,2
913.0,1397.0,1983.0,2478.0,2851.0,3142.5,3430.0,3493.0,3560.0,2529.0,1.0,2021-09-11,California,zone2,2
500.5,727.0,899.0,1272.5,2101.0,2491.0,2721.0,2879.0,2288.5,1463.0,5.0,2021-09-11,California,zone2,2
987.0,1243.0,1598.0,1849.5,2123.5,2336.0,2434.0,2514.0,3093.5,2767.5,6.0,2021-09-11,California,zone2,2
620.0,857.0,807.0,1263.0,2984.0,3516.0,3516.0,3683.0,2488.0,1496.0,3.0,2021-09-11,California,zone2,2
488.0,699.5,826.5,1208.5,2083.0,2485.5,2565.0,2700.0,1958.0,1375.0,5.0,2021-09-11,California,zone2,2
1010.0,1377.0,1818.0,2204.0,2660.0,2921.5,3026.0,3118.5,3778.5,3094.0,6.0,2021-09-11,California,zone2,2
725.5,1037.0,1280.0,1522.5,1698.5,1791.0,1759.0,1880.5,2328.5,1863.5,6.0,2021-09-11,California,zone2,2
1214.0,1732.0,2262.0,2503.5,2510.0,2612.0,2676.0,2702.5,3228.0,2699.5,6.0,2021-09-11,California,zone2,2
