B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
604.0,908.0,991.5,1490.0,2415.5,2703.0,2911.0,2931.5,2713.5,2061.5,5.0,2021-04-21,California,zone2,3
813.0,1117.0,1380.0,1707.5,1838.5,1902.0,1810.0,1934.5,2636.5,2407.5,1.0,2021-04-21,California,zone2,3
624.0,910.0,1052.0,1370.0,2454.0,2905.0,2996.0,3188.0,2906.0,1959.0,6.0,2021-04-21,California,zone2,3
2720.0,2784.0,2878.0,3296.0,3819.0,4059.0,4276.0,4236.0,4123.0,3350.0,6.0,2021-04-21,California,zone2,3
7216.0,6900.0,6800.0,7165.0,7296.0,7378.0,7656.0,7264.0,6554.0,5934.0,6.0,2021-04-21,California,zone2,3
968.0,1318.0,1576.0,1904.0,2635.0,2896.0,3312.0,3159.0,3270.0,2509.0,6.0,2021-04-21,California,zone2,3
903.0,1182.0,1634.0,1958.0,2088.0,2309.0,2532.0,2594.0,3712.0,3067.0,6.0,2021-04-21,California,zone2,3
742.0,1110.0,1092.0,1653.0,2893.0,3202.0,3288.0,3376.0,2835.0,2285.0,1.0,2021-04-21,California,zone2,3
1340.0,1744.0,2110.0,2517.0,2952.0,3229.0,3348.0,3421.0,4036.0,3773.0,1.0,2021-04-21,California,zone2,3
716.0,974.0,1064.0,1552.0,2561.0,2867.0,2996.0,3131.0,2948.0,1946.0,5.0,2021-04-21,California,zone2,3
1082.0,1510.0,2006.0,2391.0,2634.0,2866.0,2938.0,3050.0,3679.0,3411.0,6.0,2021-04-21,California,zone2,3
536.0,857.5,742.5,1356.5,3750.0,4591.5,5006.0,4854.5,2691.5,1638.5,3.0,2021-04-21,California,zone2,3
613.0,813.0,846.0,1241.0,2276.0,2654.0,2722.0,2825.0,2346.0,1786.0,5.0,2021-04-21,California,zone2,3
1050.0,1430.0,1784.0,1938.0,1916.0,2022.0,2082.0,2107.0,2894.0,2619.0,6.0,2021-04-21,California,zone2,3
264.0,358.0,223.0,571.0,2910.0,5206.0,5492.0,5524.0,1213.0,558.0,6.0,2021-04-21,California,zone2,3
348.0,498.0,330.0,696.0,2896.0,4420.0,4504.0,4687.0,1415.0,699.0,6.0,2021-04-21,California,zone2,3
1153.0,1690.0,2505.0,2872.5,3083.0,3247.5,3452.0,3492.0,4282.5,3497.5,1.0,2021-04-21,California,zone2,3
695.0,1026.0,1148.0,1616.0,2423.0,2707.0,2930.0,2985.0,2797.0,2170.0,4.0,2021-04-21,California,zone2,3
728.0,904.0,1124.0,1160.0,1208.0,1341.0,1478.0,1418.0,3093.0,3034.0,6.0,2021-04-21,California,zone2,3
1538.0,1990.0,2370.0,2746.0,3081.0,3245.0,3372.0,3433.0,4344.0,4237.0,1.0,2021-04-21,California,zone2,3
1050.0,1346.0,1526.0,1889.0,2441.0,2708.0,2824.0,2929.0,3700.0,3391.0,1.0,2021-04-21,California,zone2,3
439.5,754.0,588.5,1094.0,3770.5,4573.0,4750.0,4691.5,2177.5,1191.0,3.0,2021-04-21,California,zone2,3
481.0,764.0,632.0,1212.0,2756.0,3172.0,3344.0,3404.0,2467.0,1594.0,5.0,2021-04-21,California,zone2,3
1092.0,1444.0,1724.0,2098.0,2562.0,2834.0,2968.0,2989.0,3550.0,3409.0,1.0,2021-04-21,California,zone2,3
991.0,1378.0,1628.0,1844.0,2002.0,2094.0,2148.0,2170.0,2610.0,2445.0,6.0,2021-04-21,California,zone2,3
670.0,1000.5,1218.0,1712.5,2284.0,2551.5,2693.0,2843.0,3252.5,2378.5,1.0,2021-04-21,California,zone2,3
779.0,1159.0,1492.0,1715.0,2428.5,2696.0,3042.0,3022.0,2881.5,2391.5,6.0,2021-04-21,California,zone2,3
828.0,1302.0,1342.0,2006.0,3072.0,3315.0,3488.0,3570.0,3646.0,2666.0,6.0,2021-04-21,California,zone2,3
781.0,1186.0,1454.0,1978.0,2553.0,2775.0,3028.0,3062.0,3775.0,2861.0,1.0,2021-04-21,California,zone2,3
997.0,1348.0,1948.0,2297.0,2508.0,2664.0,2800.0,2933.0,4351.0,3675.0,1.0,2021-04-21,California,zone2,3
941.0,1446.0,1706.0,2092.0,3015.0,3339.0,3616.0,3540.0,3303.0,2502.0,5.0,2021-04-21,California,zone2,3
