B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,class_label,date,state,zone,csv_id
626.0,777.5,1067.0,1314.0,1528.0,1745.5,1941.0,2060.0,3215.0,2732.5,5.0,2021-02-01,California,zone2,1
1507.0,2113.0,2627.0,2922.5,2947.5,3077.0,3069.0,3124.5,4344.5,4082.5,1.0,2021-02-01,California,zone2,1
662.5,842.0,1089.0,1248.0,1427.5,1610.5,1852.0,1907.5,3055.5,2408.0,6.0,2021-02-01,California,zone2,1
610.0,807.5,1064.5,1216.0,1318.0,1438.0,1658.0,1693.5,3183.0,2951.0,6.0,2021-02-01,California,zone2,1
473.5,690.5,594.5,967.5,1618.0,1792.0,1863.0,1871.5,1877.5,1366.5,6.0,2021-02-01,California,zone2,1
519.0,712.0,765.0,999.5,1448.5,1547.0,2012.0,1735.0,2473.0,2096.5,6.0,2021-02-01,California,zone2,1
487.5,692.0,839.5,1085.0,1365.0,1479.0,1647.0,1638.5,2765.5,2326.0,6.0,2021-02-01,California,zone2,1
523.5,751.0,789.0,1165.0,1615.0,1748.5,1941.0,1966.5,2451.0,2064.0,1.0,2021-02-01,California,zone2,1
756.0,1037.0,1183.0,1619.0,1869.5,1982.0,2097.0,2157.0,2617.5,2252.5,1.0,2021-02-01,California,zone2,1
783.5,1032.0,1313.0,1548.0,1754.5,1898.0,2089.0,2171.0,3340.0,2827.0,5.0,2021-02-01,California,zone2,1
584.0,909.0,1156.5,1501.5,1730.0,1833.5,1918.0,1992.0,2496.5,2239.5,6.0,2021-02-01,California,zone2,1
266.0,589.0,225.0,984.0,4543.0,5410.0,5864.0,5481.0,2193.0,1022.0,3.0,2021-02-01,California,zone2,1
673.5,918.0,1266.0,1498.0,1654.0,1838.0,2063.0,2124.0,3178.5,2692.5,5.0,2021-02-01,California,zone2,1
509.5,825.0,990.0,1443.5,1863.0,1997.5,2113.5,2210.0,3016.5,2251.5,6.0,2021-02-01,California,zone2,1
456.5,714.0,955.0,1046.0,1049.0,1139.0,1244.0,1225.5,1875.5,1640.0,6.0,2021-02-01,California,zone2,1
475.5,862.0,838.0,1274.0,2409.5,2727.5,2809.0,2805.5,2267.5,1654.5,6.0,2021-02-01,California,zone2,1
412.0,735.5,471.5,1030.0,2520.5,2842.0,2928.0,2932.0,1608.5,903.5,6.0,2021-02-01,California,zone2,1
910.0,1436.0,1948.0,2302.0,2550.0,2711.0,2870.0,2856.0,3824.5,3318.5,1.0,2021-02-01,California,zone2,1
