pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,california,15,2021-05-31,-117.76711253868001,39.76549810329783,1208.0,1492.0,1733.0,1958.0,2154.0,2249.0,2297.0,2345.0,2787.5,2520.0,1
1,0,Others,california,15,2021-05-31,-118.38245850830188,35.78281729115393,657.0,904.0,1056.0,1405.0,2201.0,2402.0,2822.0,2727.0,2603.0,1806.0,1
2,0,Others,california,15,2021-05-31,-121.34150905419158,40.46663318255312,264.0,470.5,402.5,730.0,1470.5,1723.5,1930.5,1871.0,1231.5,742.5,1
3,0,Others,california,15,2021-05-31,-121.3882214489658,39.80053239937849,361.0,645.0,510.0,1025.0,2805.0,3371.5,3692.0,3447.5,2246.0,1281.5,1
4,0,Others,california,15,2021-05-31,-118.84868414075991,39.49375772985167,2017.0,2498.0,2976.0,3158.0,3507.5,3700.5,4002.0,3813.0,3525.5,2392.5,1
5,0,Others,california,15,2021-05-31,-120.70550183303496,36.1771777008824,541.0,774.5,937.0,1394.0,2140.0,2454.5,2561.0,2725.0,3047.0,2027.5,1
6,0,Others,california,15,2021-05-31,-121.96134660023405,38.63945989465401,388.0,818.5,593.0,1255.0,3624.0,4153.0,4220.0,4269.5,2028.0,1091.5,1
7,0,Others,california,15,2021-05-31,-120.64217060550453,39.47983384294782,392.5,601.5,612.5,1016.0,2114.0,2408.5,2684.0,2715.5,1914.5,1174.0,1
8,0,Others,california,15,2021-05-31,-121.25392331398993,38.119784502790864,1364.0,1739.0,2212.0,2335.5,2380.0,2409.5,2528.5,2445.0,3372.0,3104.5,1
9,0,Others,california,15,2021-05-31,-119.16219617491763,36.37301043282046,391.5,781.5,651.0,1478.5,3589.5,4221.5,4276.0,4400.5,2873.5,1907.5,1
10,0,Others,california,15,2021-05-31,-120.03670610400798,40.17468071521427,1244.0,1529.0,1855.0,2077.0,2174.0,2268.0,2345.0,2423.5,3222.0,3032.5,1
