pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,california,31,2021-11-07,-117.76711253868001,39.76549810329783,1744.0,1796.0,1968.0,2134.0,2194.0,2275.0,2352.0,2238.0,2374.0,2036.0,1
1,0,Others,california,31,2021-11-07,-118.38245850830188,35.78281729115393,375.0,351.0,297.0,693.0,1372.0,1494.0,1866.0,1755.0,1387.0,780.0,1
2,0,Others,california,31,2021-11-07,-121.34150905419158,40.46663318255312,1760.0,1874.0,1984.0,2055.0,2240.0,2406.0,2566.0,2473.0,1399.0,1200.0,1
3,0,Others,california,31,2021-11-07,-121.3882214489658,39.80053239937849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0,Others,california,31,2021-11-07,-118.84868414075991,39.49375772985167,861.0,1224.0,1772.0,2003.0,2154.0,2252.0,2520.0,2503.0,2482.0,1665.0,1
5,0,Others,california,31,2021-11-07,-120.70550183303496,36.1771777008824,239.5,375.5,423.0,994.0,1688.0,1968.0,1879.0,2282.5,2243.5,1438.0,1
6,0,Others,california,31,2021-11-07,-121.96134660023405,38.63945989465401,438.0,412.0,340.0,326.0,352.0,378.0,544.0,394.0,611.0,463.0,1
7,0,Others,california,31,2021-11-07,-120.64217060550453,39.47983384294782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0,Others,california,31,2021-11-07,-121.25392331398993,38.119784502790864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0,Others,california,31,2021-11-07,-119.16219617491763,36.37301043282046,307.0,679.0,400.0,1208.0,3700.0,4181.5,4581.0,4334.5,2501.0,1602.0,1
10,0,Others,california,31,2021-11-07,-120.03670610400798,40.17468071521427,1085.0,1241.0,1565.0,1710.0,1761.0,1855.0,1971.0,2009.5,2905.0,2679.5,1
11,0,Others,california,31,2021-11-07,-121.93439714171046,38.3605329989349,6012.0,5768.0,5556.0,6223.0,6277.0,6518.0,6364.0,6427.0,5876.0,5519.0,1
12,0,Others,california,31,2021-11-07,-118.8855150674088,38.03758865429393,1467.0,1720.0,2019.0,2130.0,2147.0,2174.5,2267.0,2211.5,2651.5,2399.0,1
13,0,Others,california,31,2021-11-07,-119.60506560998854,36.00919274275205,646.0,877.0,1098.0,1290.0,1380.0,1552.0,1766.0,1970.0,2350.0,1692.0,1
