pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,california,20,2021-07-20,-117.76711253868001,39.76549810329783,1316.0,1606.0,2028.0,2300.0,2358.0,2440.0,2468.0,2592.0,3386.0,2946.0,1
1,0,Others,california,20,2021-07-20,-118.38245850830188,35.78281729115393,823.0,1123.0,1238.0,1644.5,2376.0,2626.0,2779.0,2917.0,2893.5,2008.0,1
2,0,Others,california,20,2021-07-20,-121.34150905419158,40.46663318255312,2404.0,2488.0,2363.0,2595.5,2858.0,2983.5,2937.0,2931.0,1531.5,887.5,1
3,0,Others,california,20,2021-07-20,-121.3882214489658,39.80053239937849,1337.0,1280.0,1122.0,1353.0,2043.5,2305.5,2476.0,2475.0,1730.0,1077.0,1
4,0,Others,california,20,2021-07-20,-118.84868414075991,39.49375772985167,1429.0,1790.0,2305.0,2566.5,2872.5,3014.0,3204.0,3301.0,3302.0,2102.0,1
5,0,Others,california,20,2021-07-20,-120.70550183303496,36.1771777008824,549.0,755.0,932.0,1470.0,2115.0,2417.0,2458.0,2708.0,3193.5,2155.0,1
6,0,Others,california,20,2021-07-20,-121.96134660023405,38.63945989465401,584.0,776.5,962.5,1230.0,1395.0,1628.0,1793.0,1931.0,2277.5,1729.0,1
7,0,Others,california,20,2021-07-20,-120.64217060550453,39.47983384294782,321.5,530.5,524.0,926.5,1934.0,2255.0,2513.0,2573.0,1880.5,1120.5,1
8,0,Others,california,20,2021-07-20,-121.25392331398993,38.119784502790864,1440.0,1888.0,2330.0,2348.0,2476.0,2510.0,2778.0,2507.0,3378.0,3156.0,1
9,0,Others,california,20,2021-07-20,-119.16219617491763,36.37301043282046,456.5,701.5,679.5,1261.0,2682.0,3079.0,3091.0,3258.0,2827.0,2025.0,1
10,0,Others,california,20,2021-07-20,-120.03670610400798,40.17468071521427,1331.0,1572.0,1887.0,2130.5,2210.0,2321.5,2367.0,2497.5,3501.5,3325.5,1
11,0,Others,california,20,2021-07-20,-121.93439714171046,38.3605329989349,1331.0,1613.0,1777.0,1749.0,2000.0,2140.5,2351.0,2246.0,2122.5,1699.5,1
12,0,Others,california,20,2021-07-20,-118.8855150674088,38.03758865429393,1719.0,1928.0,2181.0,2392.5,2456.0,2565.0,2412.0,2557.0,2906.5,2565.0,1
13,0,Others,california,20,2021-07-20,-119.60506560998854,36.00919274275205,270.0,706.0,317.0,1101.0,4293.0,5341.0,5532.0,5600.0,2117.0,964.0,1
14,0,Others,california,20,2021-07-20,-121.78392933162044,38.32549870285424,619.5,974.0,922.0,1747.0,3123.5,3619.5,3914.0,3953.5,2344.5,1269.5,1
15,0,Others,california,20,2021-07-20,-120.60668715178181,38.24375201199936,379.0,593.0,748.5,1250.5,1963.0,2162.0,2025.0,2506.5,2665.0,1695.0,1
16,0,Others,california,20,2021-07-20,-119.99762938914877,35.979099180734046,1814.0,2274.0,2703.0,2971.0,2988.5,3108.0,3091.0,3244.5,4177.0,3630.5,1
17,0,Others,california,20,2021-07-20,-119.5610481610667,39.47085069010663,634.0,825.5,1088.0,1252.5,1313.0,1385.0,1324.0,1490.0,1923.0,1653.0,1
18,0,Others,california,20,2021-07-20,-119.44291970120497,38.45440694612539,1055.5,1267.0,1415.0,1632.0,2029.0,2236.5,2327.0,2485.0,2937.5,2195.0,1
19,0,Others,california,20,2021-07-20,-118.1488965344308,36.87067710022267,2075.0,2704.0,3250.0,3592.0,3526.0,3631.5,3468.0,3751.5,4395.5,4040.0,1
20,0,Others,california,20,2021-07-20,-118.05637006016649,38.86448787332595,1490.0,1684.0,2061.0,2292.0,2304.5,2361.0,2261.0,2386.5,2537.0,2443.0,1
21,0,Others,california,20,2021-07-20,-119.06877138536919,35.476940936911234,1036.5,1324.0,1735.0,2030.0,2069.0,2261.0,2339.0,2521.0,4389.0,3610.5,1
22,0,Others,california,20,2021-07-20,-120.2217590525366,37.66523696902639,1149.0,1701.0,2060.0,2043.0,2205.0,2343.0,2327.0,2402.5,3725.0,3354.0,1
23,0,Others,california,20,2021-07-20,-117.94363149200949,39.430875659963306,1078.0,1330.0,1586.0,1948.0,2209.0,2341.0,2386.0,2484.0,2769.0,2403.0,1
24,0,Others,california,20,2021-07-20,-121.93035472293192,37.151400626510025,252.0,452.0,400.0,863.0,1723.0,1993.0,2216.0,2156.0,1518.0,829.0,1
25,0,Others,california,20,2021-07-20,-117.86862216578551,39.384163265189095,1480.0,1710.0,2070.0,2342.0,2422.0,2495.0,2476.0,2625.0,2979.0,2626.0,1
26,0,Others,california,20,2021-07-20,-117.73881560723024,38.06633474338575,1044.5,1285.0,1603.0,1749.5,1766.5,1823.5,1743.0,1793.5,2110.5,1882.5,1
27,0,Others,california,20,2021-07-20,-121.6693941328952,39.95369515532087,648.5,722.0,579.5,1164.5,2698.0,3203.0,3210.0,3510.5,1787.5,807.5,1
28,0,Others,california,20,2021-07-20,-122.44059780431182,38.29899840197271,278.0,439.0,531.0,1063.0,1922.0,2198.0,2254.0,2467.0,2017.0,1301.0,1
29,0,Others,california,20,2021-07-20,-120.60039894479297,40.108654541831484,414.0,585.5,593.0,1016.5,2092.0,2436.0,2696.0,2766.0,2078.0,1368.5,1
30,0,Others,california,20,2021-07-20,-118.73235231146643,39.50319004033493,2192.0,2542.0,2944.0,3292.0,3293.0,3379.0,3188.0,3380.0,3633.0,3663.0,1
31,0,Others,california,20,2021-07-20,-118.93851566917186,39.961330835235884,1196.0,1416.0,1758.0,1961.0,2030.0,2073.0,2050.0,2090.0,2305.0,2162.0,1
32,0,Others,california,20,2021-07-20,-121.40618775464819,39.082778487366994,1000.0,1288.0,1960.0,2164.0,2301.0,2564.0,2888.0,2900.0,4076.0,2798.0,1
33,0,Others,california,20,2021-07-20,-121.17037999256681,38.064987270459575,272.0,447.0,347.0,771.0,2233.0,2774.0,2976.0,2987.0,1730.0,962.0,1
34,0,Others,california,20,2021-07-20,-120.62106019632772,38.74815604403247,342.5,553.0,519.0,1036.5,2251.0,2566.5,2767.0,2826.0,1660.0,960.5,1
35,0,Others,california,20,2021-07-20,-118.59041849657555,37.3827168121708,1140.0,1429.0,1813.0,1997.5,2077.5,2232.0,2256.0,2370.0,3227.5,2876.5,1
36,0,Others,california,20,2021-07-20,-121.34644978825423,39.08861753671377,1390.0,1506.0,1846.0,2158.0,2444.0,2760.0,3053.0,3109.0,3711.0,2421.0,1
37,0,Others,california,20,2021-07-20,-117.5896952700664,37.472997498224814,918.0,1126.0,1249.0,1536.0,1966.5,2160.5,2186.0,2326.0,2398.5,1823.5,1
38,0,Others,california,20,2021-07-20,-122.16571332737124,39.53867349405765,374.0,646.5,734.0,1563.0,2388.5,2586.0,2766.0,2918.5,2491.5,1683.5,1
39,0,Others,california,20,2021-07-20,-120.51460983515956,40.34446230391286,970.0,1159.0,1472.0,1644.0,1779.5,1870.5,1973.0,1995.5,2620.0,2240.0,1
40,0,Others,california,20,2021-07-20,-120.12159689835727,35.44729653253529,1277.0,1690.0,2337.0,2669.5,2752.5,2947.0,3120.0,3325.5,5172.0,3921.0,1
41,0,Others,california,20,2021-07-20,-118.71753010927846,37.423590157598234,1126.5,1513.0,1909.0,1933.0,2030.5,2081.5,2054.0,1996.0,2398.0,2051.5,1
42,0,Others,california,20,2021-07-20,-120.45756681461798,39.4465961774354,319.5,524.0,589.0,880.5,1815.5,2093.5,2162.0,2310.0,1540.0,993.5,1
43,0,Others,california,20,2021-07-20,-119.89297565854885,38.11394545344409,435.0,660.0,786.5,988.5,1801.0,2148.0,2356.0,2463.0,2175.5,1454.5,1
44,0,Others,california,20,2021-07-20,-118.78445459794536,40.05924720120491,1258.0,1551.0,1885.0,2217.5,2284.0,2353.0,2237.0,2428.5,2853.0,2500.0,1
45,0,Others,california,20,2021-07-20,-117.73971392251435,39.16227939001157,1130.0,1394.0,1608.0,2021.0,2516.0,2756.0,2690.0,2917.0,3147.0,2747.0,1
46,0,Others,california,20,2021-07-20,-121.61324942763774,39.82254112383942,834.5,933.0,729.0,1136.0,2227.0,2616.0,2829.0,2805.0,1343.0,622.5,1
47,0,Others,california,20,2021-07-20,-119.62437938859712,35.162530587469405,2169.0,2854.0,3476.0,3915.0,3958.0,4075.0,3970.0,4190.5,5729.0,4910.0,1
48,0,Others,california,20,2021-07-20,-119.81661885939869,36.79387114343045,1101.0,1310.0,1636.0,2012.0,2248.5,2381.5,1941.0,2427.5,2911.5,2546.0,1
49,0,Others,california,20,2021-07-20,-119.63426085672243,37.53812535632348,216.5,315.5,291.5,851.0,1964.0,2366.5,1830.0,2487.0,1949.0,1053.5,1
50,0,Others,california,20,2021-07-20,-120.28104786128849,36.20637294761629,1212.0,1581.0,2104.0,2423.5,2507.5,2738.0,2843.0,2977.5,4333.5,3413.0,1
51,0,Others,california,20,2021-07-20,-118.42288269608726,35.4684069417121,896.5,1137.0,1490.0,1771.0,2164.0,2385.0,2612.0,2627.5,3434.0,2861.0,1
52,0,Others,california,20,2021-07-20,-118.52573979611894,39.88991477014839,2322.0,2830.0,3012.0,3257.0,3175.0,3278.0,3084.0,3202.0,3632.0,3622.0,1
53,0,Others,california,20,2021-07-20,-120.1458514110285,35.167022163889996,478.0,602.0,751.0,1041.0,1312.5,1499.5,1549.0,1681.5,2598.5,1849.0,1
54,0,Others,california,20,2021-07-20,-122.39927530124231,37.465810975951854,556.0,711.0,774.0,1051.0,1766.0,1958.0,2034.0,2170.0,2373.0,1571.0,1
55,0,Others,california,20,2021-07-20,-121.2943475017753,38.62373937718192,544.0,814.0,910.0,1568.0,2202.0,2499.0,2431.0,2689.0,2619.0,1872.0,1
56,0,Others,california,20,2021-07-20,-118.95558365957014,39.90024539591576,1188.0,1328.0,1726.0,1909.0,1956.0,2094.0,2026.0,2135.0,3055.0,3083.0,1
57,0,Others,california,20,2021-07-20,-118.53607042188632,40.131561581576534,1584.0,1762.0,1876.0,2258.5,2311.0,2435.0,2011.0,2350.0,2371.0,2099.0,1
