pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,california,6,2021-03-02,-117.76711253868001,39.76549810329783,1052.0,1282.0,1574.0,1738.0,1817.0,1922.0,1968.0,2023.0,2394.0,2241.0,1
1,0,Others,california,6,2021-03-02,-118.38245850830188,35.78281729115393,861.0,1158.0,1070.0,1361.0,2662.0,2801.0,3676.0,3043.0,2065.0,1356.0,1
2,0,Others,california,6,2021-03-02,-121.34150905419158,40.46663318255312,549.0,837.0,680.0,621.0,1744.0,2121.0,2564.0,2280.0,626.0,398.0,1
3,0,Others,california,6,2021-03-02,-121.3882214489658,39.80053239937849,462.0,478.0,656.0,911.0,1164.0,1288.0,1324.0,1484.0,1858.0,1345.0,1
4,0,Others,california,6,2021-03-02,-118.84868414075991,39.49375772985167,1944.0,2170.0,3084.0,3468.0,3314.0,3752.0,4032.0,3865.0,3348.0,2307.0,1
5,0,Others,california,6,2021-03-02,-120.70550183303496,36.1771777008824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0,Others,california,6,2021-03-02,-121.96134660023405,38.63945989465401,500.0,728.0,975.0,1095.0,1196.0,1304.0,1426.0,1456.0,2323.0,1975.0,1
7,0,Others,california,6,2021-03-02,-120.64217060550453,39.47983384294782,1777.5,1892.0,1949.0,2912.5,3993.0,4197.0,4261.0,3858.0,441.5,328.0,1
8,0,Others,california,6,2021-03-02,-121.25392331398993,38.119784502790864,1226.0,1562.0,1820.0,1995.0,2137.0,2252.0,2343.0,2457.0,2786.0,2507.0,1
9,0,Others,california,6,2021-03-02,-119.16219617491763,36.37301043282046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0,Others,california,6,2021-03-02,-120.03670610400798,40.17468071521427,1099.0,1336.0,1642.0,1792.0,1878.0,1941.5,2027.0,2110.0,2979.5,2757.5,1
11,0,Others,california,6,2021-03-02,-121.93439714171046,38.3605329989349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0,Others,california,6,2021-03-02,-118.8855150674088,38.03758865429393,1542.0,1758.0,1944.0,2106.0,2133.0,2154.0,2174.0,2128.0,2312.0,2112.0,1
13,0,Others,california,6,2021-03-02,-119.60506560998854,36.00919274275205,784.0,972.0,1268.0,1388.0,1491.0,1622.0,1830.0,1814.0,3061.0,2883.0,1
14,0,Others,california,6,2021-03-02,-121.78392933162044,38.32549870285424,273.0,619.0,249.5,1083.0,4571.0,5926.5,6366.0,6189.0,2289.0,1046.5,1
15,0,Others,california,6,2021-03-02,-120.60668715178181,38.24375201199936,279.0,387.5,470.0,861.0,1425.0,1610.0,1556.0,1809.0,2058.5,1379.0,1
16,0,Others,california,6,2021-03-02,-119.99762938914877,35.979099180734046,1398.0,1760.0,2104.0,2313.5,2439.0,2541.5,2801.0,2696.5,3434.5,3060.5,1
17,0,Others,california,6,2021-03-02,-119.5610481610667,39.47085069010663,584.0,760.5,1061.0,1300.0,1450.0,1523.5,1559.0,1641.0,1955.5,1643.0,1
18,0,Others,california,6,2021-03-02,-119.44291970120497,38.45440694612539,1642.0,1735.5,1857.0,1941.5,2142.5,2214.0,2361.5,2286.0,1568.0,1202.5,1
19,0,Others,california,6,2021-03-02,-118.1488965344308,36.87067710022267,2360.0,2989.0,3476.0,3788.5,3863.5,3948.5,3999.5,4023.5,4174.5,3811.0,1
20,0,Others,california,6,2021-03-02,-118.05637006016649,38.86448787332595,1314.0,1626.0,1992.0,2184.0,2208.5,2240.0,2265.0,2242.5,2357.0,2273.5,1
21,0,Others,california,6,2021-03-02,-119.06877138536919,35.476940936911234,602.0,828.0,1070.0,1383.0,1676.0,1818.5,1983.0,2020.0,3023.0,2489.5,1
22,0,Others,california,6,2021-03-02,-120.2217590525366,37.66523696902639,848.0,1240.0,1482.0,1450.5,1554.5,1654.0,1898.0,1720.5,2546.5,2404.5,1
23,0,Others,california,6,2021-03-02,-117.94363149200949,39.430875659963306,668.0,906.0,1078.0,1431.0,1732.0,1874.0,1930.0,1954.0,1995.0,1696.0,1
24,0,Others,california,6,2021-03-02,-121.93035472293192,37.151400626510025,156.0,291.0,230.0,595.0,1504.0,1764.0,2030.0,1908.0,1083.0,594.0,1
25,0,Others,california,6,2021-03-02,-117.86862216578551,39.384163265189095,1110.0,1378.0,1685.0,1887.0,1951.5,2026.0,2090.0,2090.0,2328.5,2102.0,1
26,0,Others,california,6,2021-03-02,-117.73881560723024,38.06633474338575,1231.0,1479.0,1798.0,1906.5,1894.0,1931.0,1952.0,1981.0,2109.0,1866.5,1
27,0,Others,california,6,2021-03-02,-121.6693941328952,39.95369515532087,171.0,292.0,222.0,823.0,2388.0,2649.0,2466.0,2927.0,1376.0,678.0,1
28,0,Others,california,6,2021-03-02,-122.44059780431182,38.29899840197271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,0,Others,california,6,2021-03-02,-120.60039894479297,40.108654541831484,8884.0,8696.0,8472.0,8714.5,8264.0,7758.5,7468.0,7043.0,333.0,284.0,1
30,0,Others,california,6,2021-03-02,-118.73235231146643,39.50319004033493,3620.0,4156.0,4624.0,4933.0,4807.0,4821.0,4896.0,4855.0,5037.0,4972.0,1
31,0,Others,california,6,2021-03-02,-118.93851566917186,39.961330835235884,1234.0,1388.0,1652.0,1786.0,1824.0,1854.0,1883.0,1876.5,1943.5,1875.0,1
32,0,Others,california,6,2021-03-02,-121.40618775464819,39.082778487366994,670.0,925.0,1080.0,1424.0,1945.0,2144.0,2253.0,2328.0,3261.0,2301.0,1
33,0,Others,california,6,2021-03-02,-121.17037999256681,38.064987270459575,602.0,751.0,932.0,1128.0,1448.0,1624.0,1840.0,1895.0,2594.0,2035.0,1
