pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid
0,0,Others,california,35,2021-12-17,-117.76711253868001,39.76549810329783,7635.5,7553.5,7561.5,8085.5,7883.5,7615.5,7434.5,7380.5,793.5,809.5,1
1,0,Others,california,35,2021-12-17,-118.38245850830188,35.78281729115393,1057.5,800.5,376.5,545.5,872.5,908.0,1020.0,941.0,398.5,296.5,1
2,0,Others,california,35,2021-12-17,-121.34150905419158,40.46663318255312,878.0,947.0,898.0,1088.0,1263.0,1414.0,1967.0,1563.0,775.0,596.0,1
3,0,Others,california,35,2021-12-17,-121.3882214489658,39.80053239937849,2118.0,2003.0,2012.0,1988.0,1967.0,2108.0,2376.0,2198.0,1267.0,953.0,1
4,0,Others,california,35,2021-12-17,-118.84868414075991,39.49375772985167,850.5,1107.0,1529.0,1728.0,1792.0,1896.5,2045.0,2047.5,2015.0,1406.5,1
5,0,Others,california,35,2021-12-17,-120.70550183303496,36.1771777008824,242.5,282.0,331.0,919.5,1590.5,1645.0,1650.0,2014.0,1596.5,926.5,1
6,0,Others,california,35,2021-12-17,-121.96134660023405,38.63945989465401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,0,Others,california,35,2021-12-17,-120.64217060550453,39.47983384294782,1602.5,1249.5,737.5,762.5,1365.0,1162.0,1263.0,1304.0,11.5,5.5,1
8,0,Others,california,35,2021-12-17,-121.25392331398993,38.119784502790864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0,Others,california,35,2021-12-17,-119.16219617491763,36.37301043282046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0,Others,california,35,2021-12-17,-120.03670610400798,40.17468071521427,4432.0,4488.0,4492.0,4286.0,4268.0,4221.0,4652.0,4215.0,1044.0,900.0,1
11,0,Others,california,35,2021-12-17,-121.93439714171046,38.3605329989349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0,Others,california,35,2021-12-17,-118.8855150674088,38.03758865429393,3720.0,3636.0,3352.0,3510.0,3307.0,3164.0,3100.0,3012.0,448.0,436.0,1
13,0,Others,california,35,2021-12-17,-119.60506560998854,36.00919274275205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,0,Others,california,35,2021-12-17,-121.78392933162044,38.32549870285424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,0,Others,california,35,2021-12-17,-120.60668715178181,38.24375201199936,230.5,349.5,380.5,715.0,1373.5,1557.0,1471.5,1675.5,1467.0,917.5,1
16,0,Others,california,35,2021-12-17,-119.99762938914877,35.979099180734046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,0,Others,california,35,2021-12-17,-119.5610481610667,39.47085069010663,3641.0,3964.0,3960.0,3846.0,3863.5,3962.5,4389.0,3786.0,974.5,813.5,1
