pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid,elevation,landforms,clay,org_carbon,ph,month,temp,precip,solar_rad
0,0,Others,california,6,2021-03-02,-117.76711253868,39.76549810329783,1052.0,1282.0,1574.0,1738.0,1817.0,1922.0,1968.0,2023.0,2394.0,2241.0,1,1825.0,22.0,16.0,2.0,77.0,3,278.0462317312917,0.030496187590284,578257073.0380859
1,0,Others,california,6,2021-03-02,-118.38245850830188,35.78281729115393,861.0,1158.0,1070.0,1361.0,2662.0,2801.0,3676.0,3043.0,2065.0,1356.0,1,1703.0,23.0,13.0,4.0,71.0,3,277.92845881882533,0.0431466177927681,672021075.0380859
2,0,Others,california,6,2021-03-02,-121.34150905419158,40.46663318255312,549.0,837.0,680.0,621.0,1744.0,2121.0,2564.0,2280.0,626.0,398.0,1,653.0,32.0,22.0,4.0,70.0,3,282.73083617097586,0.0364828334080407,634419233.0380859
3,0,Others,california,6,2021-03-02,-121.3882214489658,39.80053239937849,462.0,478.0,656.0,911.0,1164.0,1288.0,1324.0,1484.0,1858.0,1345.0,1,,,,,,3,,,
4,0,Others,california,6,2021-03-02,-118.84868414075991,39.49375772985167,1944.0,2170.0,3084.0,3468.0,3314.0,3752.0,4032.0,3865.0,3348.0,2307.0,1,2028.0,32.0,6.0,15.0,55.0,3,271.6284992464128,0.075482480310125,599158367.0380859
5,0,Others,california,6,2021-03-02,-120.70550183303496,36.1771777008824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1224.0,21.0,22.0,11.0,53.0,3,279.0093034928845,0.1174845621811577,573663747.0380859
6,0,Others,california,6,2021-03-02,-121.96134660023404,38.63945989465401,500.0,728.0,975.0,1095.0,1196.0,1304.0,1426.0,1456.0,2323.0,1975.0,1,,,,,,3,,,
7,0,Others,california,6,2021-03-02,-120.64217060550452,39.47983384294782,1777.5,1892.0,1949.0,2912.5,3993.0,4197.0,4261.0,3858.0,441.5,328.0,1,1221.0,41.0,21.0,1.0,81.0,3,280.096088922152,0.0208408609854409,596166817.0380859
8,0,Others,california,6,2021-03-02,-121.25392331398992,38.119784502790864,1226.0,1562.0,1820.0,1995.0,2137.0,2252.0,2343.0,2457.0,2786.0,2507.0,1,796.0,32.0,23.0,3.0,71.0,3,282.4689336592151,0.0237137899624535,612623417.0380859
9,0,Others,california,6,2021-03-02,-119.16219617491764,36.37301043282046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44.0,34.0,31.0,2.0,73.0,3,285.2150772874073,0.0360411182867714,584406089.0380859
10,0,Others,california,6,2021-03-02,-120.03670610400798,40.17468071521427,1099.0,1336.0,1642.0,1792.0,1878.0,1941.5,2027.0,2110.0,2979.5,2757.5,1,1749.0,32.0,13.0,12.0,58.0,3,272.2489078275619,0.0944038853871056,600327011.0380859
11,0,Others,california,6,2021-03-02,-121.93439714171046,38.3605329989349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,3,,,
12,0,Others,california,6,2021-03-02,-118.8855150674088,38.03758865429393,1542.0,1758.0,1944.0,2106.0,2133.0,2154.0,2174.0,2128.0,2312.0,2112.0,1,18.0,24.0,23.0,2.0,74.0,3,285.2895375528643,0.0299781189190575,581210627.0380859
13,0,Others,california,6,2021-03-02,-119.60506560998854,36.00919274275205,784.0,972.0,1268.0,1388.0,1491.0,1622.0,1830.0,1814.0,3061.0,2883.0,1,53.0,42.0,21.0,7.0,51.0,3,282.8242947773267,0.0532496050821968,592836661.0380859
14,0,Others,california,6,2021-03-02,-121.78392933162044,38.32549870285424,273.0,619.0,249.5,1083.0,4571.0,5926.5,6366.0,6189.0,2289.0,1046.5,1,124.0,34.0,21.0,2.0,77.0,3,284.3959251116681,0.08771703400485,586734035.0380859
15,0,Others,california,6,2021-03-02,-120.6066871517818,38.24375201199936,279.0,387.5,470.0,861.0,1425.0,1610.0,1556.0,1809.0,2058.5,1379.0,1,1226.0,24.0,20.0,2.0,80.0,3,278.6887048495713,0.0257387683617302,591833771.0380859
16,0,Others,california,6,2021-03-02,-119.99762938914876,35.979099180734046,1398.0,1760.0,2104.0,2313.5,2439.0,2541.5,2801.0,2696.5,3434.5,3060.5,1,29.0,34.0,27.0,2.0,74.0,3,285.3986132837111,0.0397303477751442,584853425.0380859
17,0,Others,california,6,2021-03-02,-119.5610481610667,39.47085069010663,584.0,760.5,1061.0,1300.0,1450.0,1523.5,1559.0,1641.0,1955.5,1643.0,1,1973.0,34.0,12.0,1.0,82.0,3,272.3128437944638,0.0197657124029824,675807839.0380859
18,0,Others,california,6,2021-03-02,-119.44291970120496,38.45440694612539,1642.0,1735.5,1857.0,1941.5,2142.5,2214.0,2361.5,2286.0,1568.0,1202.5,1,,,,,,3,,,
19,0,Others,california,6,2021-03-02,-118.1488965344308,36.87067710022267,2360.0,2989.0,3476.0,3788.5,3863.5,3948.5,3999.5,4023.5,4174.5,3811.0,1,56.0,24.0,26.0,2.0,77.0,3,287.49255754614387,0.0326140002237984,608857237.0380859
20,0,Others,california,6,2021-03-02,-118.05637006016649,38.86448787332595,1314.0,1626.0,1992.0,2184.0,2208.5,2240.0,2265.0,2242.5,2357.0,2273.5,1,6.0,41.0,24.0,4.0,66.0,3,285.404695797992,0.0371222422348687,584729555.0380859
21,0,Others,california,6,2021-03-02,-119.0687713853692,35.476940936911234,602.0,828.0,1070.0,1383.0,1676.0,1818.5,1983.0,2020.0,3023.0,2489.5,1,693.0,22.0,22.0,6.0,57.0,3,281.83910335007533,0.0979061202036568,575779627.0380859
22,0,Others,california,6,2021-03-02,-120.2217590525366,37.66523696902639,848.0,1240.0,1482.0,1450.5,1554.5,1654.0,1898.0,1720.5,2546.5,2404.5,1,265.0,31.0,25.0,2.0,77.0,3,286.5907650814261,0.0215713308083245,631376783.0380859
23,0,Others,california,6,2021-03-02,-117.94363149200947,39.430875659963306,668.0,906.0,1078.0,1431.0,1732.0,1874.0,1930.0,1954.0,1995.0,1696.0,1,1724.0,21.0,21.0,2.0,77.0,3,277.0098180258146,0.0227573589312264,606149213.0380859
24,0,Others,california,6,2021-03-02,-121.93035472293192,37.151400626510025,156.0,291.0,230.0,595.0,1504.0,1764.0,2030.0,1908.0,1083.0,594.0,1,2049.0,31.0,10.0,8.0,68.0,3,269.79524729328773,0.0338924900519082,643383835.0380859
25,0,Others,california,6,2021-03-02,-117.86862216578552,39.384163265189095,1110.0,1378.0,1685.0,1887.0,1951.5,2026.0,2090.0,2090.0,2328.5,2102.0,1,1154.0,34.0,14.0,1.0,79.0,3,279.24162561150007,0.0227007047163674,707834377.0380859
26,0,Others,california,6,2021-03-02,-117.73881560723024,38.06633474338575,1231.0,1479.0,1798.0,1906.5,1894.0,1931.0,1952.0,1981.0,2109.0,1866.5,1,1408.0,34.0,14.0,1.0,80.0,3,279.41057092400007,0.0275096968638131,600621339.0380859
27,0,Others,california,6,2021-03-02,-121.6693941328952,39.95369515532087,171.0,292.0,222.0,823.0,2388.0,2649.0,2466.0,2927.0,1376.0,678.0,1,1235.0,32.0,14.0,1.0,77.0,3,276.7231444287044,0.0145266280399987,691381615.0380859
28,0,Others,california,6,2021-03-02,-122.44059780431182,38.29899840197271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,212.0,21.0,26.0,2.0,80.0,3,285.8837705837783,0.033787854098005,623323205.0380859
29,0,Others,california,6,2021-03-02,-120.60039894479296,40.10865454183149,8884.0,8696.0,8472.0,8714.5,8264.0,7758.5,7468.0,7043.0,333.0,284.0,1,,,,,,3,280.88033686402025,0.0896649137961098,584825841.0380859
30,0,Others,california,6,2021-03-02,-118.73235231146644,39.50319004033493,3620.0,4156.0,4624.0,4933.0,4807.0,4821.0,4896.0,4855.0,5037.0,4972.0,1,2003.0,12.0,18.0,4.0,76.0,3,275.1890251200686,0.0324779228197762,587461863.0380859
31,0,Others,california,6,2021-03-02,-118.93851566917186,39.96133083523589,1234.0,1388.0,1652.0,1786.0,1824.0,1854.0,1883.0,1876.5,1943.5,1875.0,1,809.0,21.0,23.0,7.0,56.0,3,282.999653375277,0.0419715271221825,581680987.0380859
32,0,Others,california,6,2021-03-02,-121.4061877546482,39.082778487366994,670.0,925.0,1080.0,1424.0,1945.0,2144.0,2253.0,2328.0,3261.0,2301.0,1,2279.0,23.0,10.0,19.0,63.0,3,272.5772822185229,0.062048904679937,655717821.0380859
33,0,Others,california,6,2021-03-02,-121.1703799925668,38.064987270459575,602.0,751.0,932.0,1128.0,1448.0,1624.0,1840.0,1895.0,2594.0,2035.0,1,1622.0,31.0,14.0,2.0,79.0,3,275.1890251200686,0.0324779228197762,587461863.0380859
34,0,Others,california,6,2021-03-02,-120.62106019632772,38.74815604403247,263.0,432.5,487.0,987.5,1877.0,2163.0,2185.0,2393.5,1462.5,935.5,1,1657.0,21.0,10.0,1.0,80.0,3,277.7878259433213,0.0170117393957802,633378035.0380859
35,0,Others,california,6,2021-03-02,-118.59041849657557,37.3827168121708,1134.0,1362.0,1708.0,1868.0,1972.0,2092.0,2166.0,2197.0,2658.0,2373.0,1,691.0,31.0,21.0,7.0,60.0,3,280.24149172793153,0.0946976468788811,572827587.0380859
