pixel_id,label,label_name,zone,timestep,date_str,longitude,latitude,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,valid,elevation,slope,aspect,clay,sand,org_carbon,ph,month,temp,precip
0,0,Others,california,34,2021-12-07,-117.76711253868,39.76549810329783,3541.0,3579.0,3759.0,4217.0,4107.0,4046.0,3837.0,3892.0,1387.0,1230.5,1,1825.0,3.6781292,319.06488,16.0,53.0,2.0,77.0,12,272.45313041440903,0.0785114898331293
1,0,Others,california,34,2021-12-07,-118.38245850830188,35.78281729115393,192.0,134.0,120.5,191.0,447.0,586.5,598.5,608.5,608.5,464.5,1,1703.0,34.723766,16.733671,13.0,61.0,4.0,71.0,12,276.38156308409987,0.1891696139223704
2,0,Others,california,34,2021-12-07,-121.34150905419158,40.46663318255312,510.0,460.0,660.0,658.0,965.0,1192.0,1239.0,1290.0,757.0,534.0,1,653.0,20.65733,9.055447,22.0,37.0,4.0,70.0,12,281.50211342432164,0.1194962545282969
3,0,Others,california,34,2021-12-07,-121.3882214489658,39.80053239937849,256.0,387.0,583.0,799.0,1078.0,1193.0,1360.0,1436.0,1572.0,1106.0,1,,,,,,,,12,,
4,0,Others,california,34,2021-12-07,-118.84868414075991,39.49375772985167,1404.0,1572.0,2012.0,2195.5,2296.5,2426.0,2570.0,2536.0,2528.5,1982.5,1,2028.0,10.166911,353.18582,6.0,57.0,15.0,55.0,12,270.9381564560757,0.2946776284821162
5,0,Others,california,34,2021-12-07,-120.70550183303496,36.1771777008824,151.0,300.0,303.0,820.0,1560.0,1749.0,1728.0,2091.0,1770.0,1006.0,1,1224.0,19.318403,226.1588,22.0,41.0,11.0,53.0,12,276.418942851405,0.4320583774693141
6,0,Others,california,34,2021-12-07,-121.96134660023404,38.63945989465401,292.0,440.0,562.0,689.0,798.0,888.0,978.0,997.0,1593.0,1360.0,1,,,,,,,,12,,
7,0,Others,california,34,2021-12-07,-120.64217060550452,39.47983384294782,1332.0,1022.0,395.5,686.5,858.5,1173.5,1015.0,1152.0,35.5,275.0,1,1221.0,1.2017157,270.0,21.0,48.0,1.0,81.0,12,275.02865124774235,0.0612832291967997
8,0,Others,california,34,2021-12-07,-121.25392331398992,38.119784502790864,1296.5,1622.0,1709.0,1933.0,2297.0,2366.5,2520.5,2476.0,2245.5,1750.5,1,796.0,16.833319,96.14287,23.0,44.0,3.0,71.0,12,281.1156624414588,0.1061307474024424
9,0,Others,california,34,2021-12-07,-119.16219617491764,36.37301043282046,1898.0,2080.0,2090.0,2430.0,3060.0,3209.0,3286.5,3304.0,2867.5,2339.0,1,44.0,0.92740995,-0.0,31.0,31.0,2.0,73.0,12,281.6017149238176,0.1572992189772257
10,0,Others,california,34,2021-12-07,-120.03670610400798,40.17468071521427,814.0,1014.0,1195.0,1360.0,1438.0,1551.0,1633.0,1686.0,2312.0,2108.0,1,1749.0,9.017388,336.64218,13.0,50.0,12.0,58.0,12,271.9976480135353,0.463948859179748
11,0,Others,california,34,2021-12-07,-121.93439714171046,38.3605329989349,960.0,926.0,1164.0,1146.0,1507.0,1606.0,1665.0,1769.0,1468.0,1145.0,1,,,,,,,,12,,
12,0,Others,california,34,2021-12-07,-118.8855150674088,38.03758865429393,2298.5,2401.0,2580.0,2653.5,2650.0,2642.0,2685.0,2625.0,2908.0,2641.5,1,18.0,3.6514301,104.69441,23.0,39.0,2.0,74.0,12,281.40418153168054,0.1883242561466822
13,0,Others,california,34,2021-12-07,-119.60506560998854,36.00919274275205,586.0,794.0,1016.0,1179.0,1227.0,1328.0,1444.0,1543.0,2743.0,2505.0,1,53.0,11.744017,128.53056,21.0,41.0,7.0,51.0,12,283.1080967072518,0.1989052130825648
14,0,Others,california,34,2021-12-07,-121.78392933162044,38.32549870285424,211.5,596.0,246.0,1041.5,3360.5,3988.5,4265.5,4287.0,2055.5,1001.5,1,124.0,0.92740995,-0.0,21.0,44.0,2.0,77.0,12,282.16655394851523,0.2277559324152598
15,0,Others,california,34,2021-12-07,-120.6066871517818,38.24375201199936,717.5,788.5,832.5,1159.0,1769.0,1946.5,1955.5,2155.5,1388.5,923.5,1,1226.0,1.8543341,-0.0,20.0,41.0,2.0,80.0,12,273.4618617232128,0.1215605719931254
16,0,Others,california,34,2021-12-07,-119.99762938914876,35.979099180734046,1475.0,1850.0,2221.0,2407.5,2480.5,2502.5,2659.0,2611.5,3526.0,3089.0,1,29.0,3.647272,40.37149,27.0,36.0,2.0,74.0,12,281.8309314686765,0.1810068025238642
17,0,Others,california,34,2021-12-07,-119.5610481610667,39.47085069010663,4197.5,4218.5,4378.0,4590.0,4508.5,4507.0,4484.0,4339.5,796.0,935.0,1,1973.0,3.6476014,104.71023,12.0,64.0,1.0,82.0,12,271.3453567668956,0.156899435723556
18,0,Others,california,34,2021-12-07,-119.44291970120496,38.45440694612539,1520.0,1564.0,1638.0,1251.0,1673.0,1789.0,2248.0,2031.0,1085.0,725.0,1,,,,,,,,12,,
19,0,Others,california,34,2021-12-07,-118.1488965344308,36.87067710022267,2293.0,2557.0,2878.0,3241.5,3224.5,3251.5,3245.0,3274.5,3565.0,3088.0,1,56.0,1.8543341,180.0,26.0,40.0,2.0,77.0,12,283.22433652159987,0.1001727863199839
20,0,Others,california,34,2021-12-07,-118.05637006016649,38.86448787332595,903.5,1032.0,1235.0,1386.0,1380.0,1407.5,1423.0,1424.0,1454.5,1365.5,1,6.0,0.92740995,180.0,24.0,39.0,4.0,66.0,12,281.792239117366,0.1883639230377802
21,0,Others,california,34,2021-12-07,-119.0687713853692,35.476940936911234,600.0,920.0,1246.0,1593.0,2029.0,2162.0,2358.0,2373.0,3456.0,2759.0,1,693.0,5.465689,120.49976,22.0,41.0,6.0,57.0,12,279.730949319819,0.3137718125231394
22,0,Others,california,34,2021-12-07,-120.2217590525366,37.66523696902639,445.5,746.0,922.5,806.0,926.5,983.5,1217.0,951.5,1645.5,1433.0,1,265.0,7.465391,171.21906,25.0,40.0,2.0,77.0,12,282.81153672741306,0.0810939355738291
23,0,Others,california,34,2021-12-07,-117.94363149200947,39.430875659963306,1415.5,1550.0,1775.0,1751.0,2028.5,2162.0,2501.0,2263.0,1609.0,1301.0,1,1724.0,10.36694,193.25346,21.0,47.0,2.0,77.0,12,272.66460082351523,0.1290510131962428
24,0,Others,california,34,2021-12-07,-121.93035472293192,37.151400626510025,1934.5,1966.0,1889.0,2277.0,2966.0,3108.0,3254.0,3270.0,2179.5,1544.5,1,2049.0,20.587626,241.70273,10.0,70.0,8.0,68.0,12,268.11138866793726,0.2051006390698084
25,0,Others,california,34,2021-12-07,-117.86862216578552,39.384163265189095,857.5,1043.5,1342.0,1549.5,1646.5,1707.5,1711.0,1787.5,1875.0,1677.5,1,1154.0,2.4957845,111.80124,14.0,64.0,1.0,79.0,12,276.1924197289252,0.156826330626739
26,0,Others,california,34,2021-12-07,-117.73881560723024,38.06633474338575,1324.5,1484.5,1704.0,1795.5,1831.0,1873.5,1742.0,1904.5,2039.5,1850.0,1,1408.0,2.203426,212.70671,14.0,62.0,1.0,80.0,12,272.5708481983472,0.0673727973349223
27,0,Others,california,34,2021-12-07,-121.6693941328952,39.95369515532087,0.0,0.0,0.0,572.0,2337.0,2668.0,1985.0,2983.0,1138.0,560.0,1,1235.0,4.4544463,51.435764,14.0,62.0,1.0,77.0,12,274.2302930278163,0.1465963854439387
28,0,Others,california,34,2021-12-07,-122.44059780431182,38.29899840197271,198.0,288.0,286.0,789.0,1359.0,1524.0,1322.0,1747.0,1449.0,902.0,1,212.0,3.5359561,285.18695,26.0,40.0,2.0,80.0,12,282.48700033208377,0.097636295760406
29,0,Others,california,34,2021-12-07,-120.60039894479296,40.10865454183149,2749.0,2896.0,2968.0,4135.5,5252.0,5324.0,5330.0,5122.5,719.5,561.0,1,,,,,,,,12,278.8852750716671,0.3005844040758738
30,0,Others,california,34,2021-12-07,-118.73235231146644,39.50319004033493,2148.0,2398.0,2695.0,2954.5,2966.0,3026.5,2937.0,3051.5,3205.0,3057.0,1,2003.0,7.3983903,255.56197,18.0,48.0,4.0,76.0,12,270.87430449455013,0.0852583332903513
31,0,Others,california,34,2021-12-07,-118.93851566917186,39.96133083523589,723.0,959.0,1258.0,1416.0,1445.5,1536.0,1425.0,1615.5,1707.5,1617.5,1,809.0,22.698668,215.6381,23.0,41.0,7.0,56.0,12,282.11499564878403,0.2269128843195567
32,0,Others,california,34,2021-12-07,-121.4061877546482,39.082778487366994,358.0,648.0,492.0,1172.0,2574.0,2869.0,2900.0,3072.0,2233.0,1302.0,1,2279.0,41.69278,31.334242,10.0,59.0,19.0,63.0,12,273.067382976573,0.2967979147083888
33,0,Others,california,34,2021-12-07,-121.1703799925668,38.064987270459575,292.0,511.0,530.5,876.5,1425.0,1636.5,1864.0,1910.5,2056.5,1285.5,1,1622.0,5.2072997,207.36272,14.0,55.0,2.0,79.0,12,270.87430449455013,0.0852583332903513
34,0,Others,california,34,2021-12-07,-120.62106019632772,38.74815604403247,314.0,446.0,489.5,1076.0,1959.0,2377.0,2175.0,2514.0,1184.5,733.0,1,1657.0,4.701699,90.0,10.0,72.0,1.0,80.0,12,270.57557875110257,0.0409463330156931
35,0,Others,california,34,2021-12-07,-118.59041849657557,37.3827168121708,824.0,1036.0,1298.0,1480.0,1694.0,1804.0,1876.0,1928.0,2275.0,1894.0,1,691.0,27.16859,279.07358,21.0,37.0,7.0,60.0,12,277.128664898616,0.3199818267471919
